G06003702943012,,,,,,,,,,,859.15,,425.98,,,,,,,,,,,,,,,,,,,,,,679.26,,,,,,,,565.62,652.91,842.49,,652.72,652.72,,652.72,1534.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06003702943021,,,,,,,,659.05,530.37,,,,,,,,419.56,,,,,471.86,,,,,,,,,,,,,,,298.37,561.83,561.83,219.81,,,,,,778.26,,814.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06003702943022,,,,,,,,513.64,,,,,,,,,324.3,,,,,,,,,,,,,,,,,,,,630.25,1018.35,,,,,,,,632.85,521.46,521.46,777.72,521.46,1913.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06003702945101,,,,,,,473.5,350.73,,,,,,,,,,,,,,,,,,,,,,,,,,,226.82,,,,,,,,413.0,,,448.5,304.91,304.91,376.24,304.91,,,,,,,,,409.22,,,,,,,,,,,,,,,,,,,,,,,,
G06003702945102,,,,,,,,251.16,,,,,,,,,,,,,,,,,,,,,,,,461.34,,,,,,254.6,254.6,,461.34,576.36,,,,370.36,,631.53,429.86,,,,,,,,,,,,,,455.91,,,,,,,,,,,,,,,,,,,,
G06003702945201,,470.91,,,,,0.0,,,,,258.71,,248.66,,,,,,,,,,,,,,,,410.39,,,,,,,,,,,,,,,,,,,454.2,,,,,,,,336.43,297.07,64.29,264.58,,,,,,,,,,,,,,,,,,,,,,,
G06003702945202,,,,,,,,,,,,,,,,,,468.56,,,,,,,,,,,,,462.87,,,,,,,,,,315.86,,,,,,,,,,,,,,,,360.9,321.54,,,,,0.0,468.56,,,0.0,,,,,,,,279.32,,,,,,,,185.91
G06003702946101,,462.76,,,,,,,,,,324.53,,333.72,498.25,614.09,,,,,,,,,,,,,,372.98,,,,,,,,,,,,,,,,,,,,,,,,443.62,,,442.3,,,402.38,,,,,,,,,,,537.86,,,,,,,,,,,,
G06003702946102,,435.41,,,,,,,,,,,,,,,,513.93,,705.48,,,,,,,,,,,522.92,,,,,,,,,,,,,,,,,,,,,,,,,,553.77,593.13,,,,,,513.93,,,,511.78,,,116.52,,,,324.91,,,,,,,,
G06003702946201,,,,,,,,,,129.17,,,,,,,,,,,,,,,,,,,180.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.96,,388.74,421.98,488.88,,,712.24,,,469.88,94.91,396.56,
G06003702946202,,,,,,,,,,321.95,,,,,,,,,,,,,,,,,,,388.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.27,,0.0,33.55,100.46,,,323.82,,,265.58,363.52,192.26,
G06003702946203,,,,,,,,,,777.28,,,,,,699.65,,,612.46,,,,,,,,,,710.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.76,,694.12,673.45,731.42,,,723.19,,,,,823.23,
G06003702947011,,,,,,,,,,427.14,,,,,,,,,409.8,,,,,,,,,,412.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.06,,749.09,782.33,849.23,,,,,,830.23,635.95,756.91,
G06003702947012,,,,,,,,,,,,,,,,,,,998.09,,622.81,,578.79,658.43,,,,,,,,,,424.06,,,,,,,,,,,,,,,,,,,,,,,,,,,581.93,437.74,,,697.12,779.59,,,739.45,,,,,,,,,,,,,,
G06003702947013,,,,,,,,,,,,,,,,,,,,436.15,150.72,,357.71,442.17,,,,,,,,,,207.83,,,,,,,,,,,,,,,,,,,,,,,,,,,187.27,117.44,,,262.69,318.55,,388.08,,,,,,,,,,,,,,,
G06003702948101,,,,,,,,596.31,,,,,,,,,,,,,,179.88,,,,,,,,,,484.48,,,,,,277.75,277.75,445.53,484.48,377.28,,,,715.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.08
G06003702948102,558.1,,,,,,,,547.41,,,,,,,,,,,,,228.04,,,414.43,623.03,676.11,,,,,,,,,,,494.04,494.04,514.08,,593.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06003702948201,,,,,,,,,,,,,,,,,,428.14,,203.76,,,,,,,,,,,,313.82,,,,,,,,,313.82,198.8,,,,,,,,,,,,,,,,,,,,,372.09,,377.75,323.54,,401.56,,,,,,,,,,,,,,,186.18
G06003702948202,226.78,,,,,,,,,,,,,,,,,,,399.23,465.37,,288.67,412.73,,,,,,,,,,509.71,,,,,,,,,,,,,,,,,,,,,,,,,,,274.9,419.1,,,479.61,201.63,,,,,,,,,,,,,,,,,
G06003702948301,639.14,,,,,,,,576.39,,,,,,,,,,,,,596.65,,751.66,301.1,255.23,449.56,630.79,,,,,233.8,,,476.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06003702948302,445.82,,,,,,,,,,,,,,,,,,,,,,256.69,275.63,588.38,380.41,,,,,,,661.77,294.71,,,,,,,,,,,,,,,,,,,,,,,,,,,270.13,308.39,,,,,,,99.7,,,,,,,,,,,,,,
G06003702949001,,,,,,,,,269.31,,,,,,,,,,,,,471.58,,,713.71,856.43,151.64,134.62,,,,,720.56,,,202.28,633.02,,,565.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06003702949002,,,,,,,,,128.69,,,,,,,,,,,,,302.66,,,755.69,959.61,257.87,477.61,,,,,837.62,,,426.44,464.09,,,181.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06003709800141,,,,,,,,,,1328.22,,,,,,,,,1428.74,,,,,,,,,,1313.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690.39,,1650.17,1683.41,1750.32,,,,,,1731.32,1480.96,1658.0,
G06003709800151,,,,,,,,,841.38,,,,,,,,980.51,,,,,1015.34,,,1468.37,,970.08,1020.53,,,,,1550.31,,,1088.19,778.28,,,892.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
