,120650951,120651117,120651164,120652982,120653487,120653492,120653588,120653938,166307902,166317560,166318235,167646752,199460935,199460950,202063630,202063631,202063632,202063637,202063659,202063664,202063703,202063823,202064297,227216708,23646951,23646969,23647470,24429267,24429342,246355854,246367741,246374055,246505339,249414359,25155286,25178270,25178292,25203727,25207198,25366892,25400206,254084682,254569247,254569250,256261740,268198707,270124366,270163691,270510800,270513457,270513472,270513483,270513959,28310693,28310821,291993697,303264201,305748245,32500740,32501832,32515601,32560940,32615084,32656696,32656765,331475334,33794967,339104739,339104740,339104741,34686114,37012286,37012379,37012520,37012558,386422937,391848109,394808949,397850200,398996496,403387687,40905762,40905782,40905785,410980081,412588395,413048507,413048754,45210694,45212573,479820274,55462239,5927371,660072821,660082740,686736411,694214837,738282145,738282146,761409135,785984853,825257996,90489925,925603925,931619005,HD4
G06011300110022,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,0.73,,,,,,,,,,,,,,,,1.41,1.58,,1.76,1.49,1.66,,,,,,,,,,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,0.8,,,,,,,,,,,,,1.26,,
G06011300110023,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,0.85,,,,,,,,,,,,,,,,0.96,0.97,,1.15,0.89,1.05,,,,,,,,,,,,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,1.21,,,,,,,,,,,,,0.66,,
G06011300111011,,,,,,,,,,,,,,,,,,,,,,,,1.13,,,,,,0.93,,0.91,,,,,,,,,,,,,,,,,0.28,0.53,0.59,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,0.34,,
G06011300111012,,,,,,,,,,,,,,,,,,,,,,,,0.69,,,,,,,,1.44,,,,,,,,,,,,,,1.65,,0.73,0.81,,1.13,1.23,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.92,
G06011300111021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,,,,,0.83,1.07,1.14,1.24,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,0.95,,,1.07,0.85,
G06011300111022,,,,,,,,,,,,,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,,1.37,1.1,1.16,1.34,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,,,,,,,1.63,,,,1.4,0.54,
G06011300111031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,1.63,1.69,1.8,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,,,,,,1.55,1.5,,,1.48,0.5,
G06011300111032,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,1.08,1.56,1.62,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,,,,,1.25,,,,1.91,0.28,1.81
G06011300112031,,,,,,,,,,,,,,,,,,,,,,,,1.37,,,,,,,,1.58,,,,,,,,,,,,,,,2.14,1.7,2.44,,,2.35,,,,1.92,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,1.19,,,,,,,,,,,,,2.13,,
G06011300112032,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,1.23,,,,,,,,,,,,,,2.33,1.74,1.22,2.03,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,1.32,,,,,,,,,,,,,1.72,,
G06011300112041,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,1.42,,,,,,,,,,,,,,1.72,1.13,0.53,1.42,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,1.73,
G06011300112042,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,1.27,0.68,0.05,1.29,,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,,,,,,,1.77,,,,1.32,1.33,
G06011300112043,,,,,,,,,,,,,,,,,,,,,,,,1.54,,,,,,,,,,,,,,,,,,,,,,0.48,0.97,1.3,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,1.0,,,,2.25,0.56,1.58
G06011300112051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,1.99,2.23,2.3,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,,,,,,,,1.6,2.11,,,,1.67,2.1
G06011300112052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,,,2.09,2.33,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,0.84,2.2,,,2.4,1.13,1.4
G06011300112053,,,,,,,,,,,,,,,,,,,,,,,,2.12,,,,,,,,,,,,,,,,,,,,,,1.34,1.82,1.88,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,0.71,,,,2.24,0.61,1.28
G06011300112054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,2.32,2.38,2.4,,,,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,0.59,2.51,,,,1.0,0.8
G06011300112055,,,,,,,,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,1.96,2.45,2.51,,,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,2.27,,,,0.7,,,,,1.41,0.83
G06011300112061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17,,,3.69,,,,,,,,,,,,,,,,,3.27,3.34,,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,,,,,,,,,,,,,,,,,,,2.74,2.96,,,,3.2,2.63
G06011300112062,,,,,,,,,,,,,,,,,,,,,,,,4.91,,,,,,,,5.11,,,,,,,,,,,,,,,5.87,5.24,,,,5.88,,,,4.38,,,,,,,,,5.12,,,,,,,,,,,,,3.88,,,,,,,,,,,,,4.7,,,,,,,,,,,,,5.67,,
G06011300112063,,,,,,,,,,,,,,,,,,,,,,,,3.37,,,,,,,,,,,,,,,,,,,,,,2.58,2.49,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19,,,1.99,,,,,,,,,,,,,,,0.8,,,,1.29,,,,,2.39,1.86
G06011300113001,,,,,,,,,9.19,9.46,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.38,12.8,12.33,,,,,,,,,,12.95,,9.08,9.48,9.92,,,,,,,,,,,,,,,,,,,,,,
G06011300113002,,,,,,,,,6.92,7.62,7.61,,,,,,,,,,,,,,,,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97,,,,,,,,,,,,9.06,,,7.18,7.23,7.95,,,,,,,,8.6,,,,,,,,,,,,,,
G06011300113003,,,,,,,,,1.55,0.51,0.38,,,,,,,,,,,,,,,,13.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.43,,,,,,,,,13.2,,,,,,1.15,1.47,1.08,,,,,,,,13.01,,,,,,,,,,,,,,
G06011300113004,,,,,,,,,0.79,0.84,1.07,,,,,,,,,,,,,,,,12.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.86,,,,,,,,,12.63,,,,,,1.08,0.7,0.72,,,,,,,,12.44,,,,,,,,,,,,,,
G06011300113005,,,,,,,,,0.54,1.46,1.69,,,,,,,,,,,,,,,,11.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57,,,,,,,,,11.34,,,,,,0.9,0.95,1.67,,,,,,,,11.15,,,,,,,,,,,,,,
G06011300114001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,14.45,,,13.23,13.65,13.18,,,,,,,,,,13.81,,,,,,,,,,,,,,14.06,10.76,,7.07,,,,,,,,,
G06011300114002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.03,11.65,,11.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.54,11.39,,,16.46,,16.41,,,,,,,,,,,,,,,,,,,,,,,,10.37,7.7,,10.37,,,,,,,,,
G06011300114003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.97,8.62,,8.34,,,,,,,,,,,,,,,,,8.37,8.44,,,,,,,,,,,,,8.49,9.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88,5.58,,,,,,8.08,,,,,
G06011300115001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.48,,,,,,,,,,,,,,,,,,,,,,,,,24.82,,,,,,,,26.7,25.56,,,12.65,12.4,12.7,,,,,,,,,,12.45,,,,,,,,,,,,,,,27.23,,26.59,,,,,,,,,
G06011300115002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.52,,,,,,,,,,,,,,,,,,,,,,,,,26.86,,,,,,,,,27.6,,,14.69,14.44,14.74,,,,,,,,,,14.49,,,,,,,,,,,,,,35.37,29.27,,28.63,,,,,,,,,
G06011300115003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.58,,,,,,,,,,,,,,,,,,,,,,,,,12.93,,,,,,,,14.81,13.67,,,0.76,0.34,0.81,,,,,,,,,,0.39,,,,,,,,,,,13.53,,,,15.63,,,,,,,,,,,
G06011300115004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.02,,,,,,,,,,,,,,,,,,,,,,,,,13.36,,,,,,,,,14.1,,,1.8,1.37,1.85,,,,,,,,14.02,,1.42,,,,,,,,,,,13.97,,,,16.67,,,,,,,,,,,
G06011300115005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,10.52,,,,,,,,,,,,,,,,,,,,,,,,9.54,,,,,,,,,10.28,,,6.0,6.41,5.95,,,,,,,,9.46,,6.57,,,,,,,,,,,10.14,,,,,,,,,,,,,,,
