,107938000,107938060,107938072,178280526,186035189,238196639,238795493,253422053,267606286,377679439,446306273,453364832,458120791,458143311,458290344,458330405,458637681,458726774,459027800,459343375,459343387,459990606,459996994,460186027,463034036,464252314,464523362,465348378,465348379,465838510,465844559,469328898,469351138,469358245,469806389,469810356,469882451,472461912,485954282,487921231,494765619,494766534,506051838,506051839,506051840,506051841,506169173,507825223,510034456,511582123,512795514,515127330,518468338,519946736,543801788,543997641,544433663,548368881,548999253,551913325,553697208,554190373,560997826,561946573,564320640,564540770,564547095,568866671,588652853,592312174,616466657,618737278,635992118,636246884,636246885,636246886,674376082,683343187,736680143,772092242,773820991,775221702,775444335,776192691,776391546,777266779,777266780,779529214,781778195,792375503,796379027,852164355,854057971,892824697,896439867,98569443
G06008900121021,9.89,,,,,6.86,,,,,,,,,10.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.52,,,,,,10.15,10.59,,,11.01,,6.98,,,,,,,,,,,,,,,,,,10.96,6.73
G06008900121022,10.46,,,,,5.41,,,8.71,,,,,,9.27,,,,,,,,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.97,9.25,,,,,5.53,,,,,,,,8.95,,,,,,,,,,,5.33
G06008900122001,10.43,,,,,4.85,,,,,,,,,11.86,,,,,,,,10.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.06,,,,,,11.56,11.84,,,,,5.27,,,,,,,,,,,,,,,,,,11.5,7.92
G06008900122002,12.99,,,,,3.29,,,,,,,,,13.81,,,,,,,,12.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.62,,,,,,13.51,13.79,,,,,3.72,,,,,,,,,,,,,,,,,,13.77,9.87
G06008900122003,13.26,,,,,1.55,,,11.18,,,,,,12.73,,,,,,,11.57,10.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.43,12.71,,,,,1.29,,,,,,,,,,,,,,,,,,,8.79
G06008900122004,13.41,,,,,0.29,,,11.61,,,,,,12.85,,,,,,,11.99,10.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.54,12.83,,,,,0.71,,,,,,,,,,,,,,,,,,,8.9
G06008900123011,,,,,,,,,5.14,,,,,,8.99,,,,,,,5.53,7.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.18,,,8.69,8.97,,,,,,,,,,,,,8.08,,,6.86,,,,,,,,5.05
G06008900123012,,,,,,,,,3.31,,,,,,,,,,,,,3.7,4.91,,,,,,,,,,,,,,,,,,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,5.36,,,7.73,,,,,,,,,,,,,,6.25,,,5.03,5.24,,,,,,,7.99
G06008900123021,,,,,,,,,5.83,,,,,,,,,,,,,6.22,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.88,,,10.25,,,,,,12.09,,,,,,,,8.77,,,7.55,7.76,,,,,,,10.51
G06008900123022,,,,,,,,,8.98,,,,,,,,,,,,,9.37,2.87,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,11.02,,,,,,,,,,,,,,,,,11.92,,,10.7,10.91,,,,,,,13.65
G06008900123023,,,,,,,,,5.32,,,,,,,,,,,,,5.71,2.87,,,,,,,,,,,,,,,,,9.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36,9.21,,,,,,,,,,,,,,,,8.26,,,7.04,7.25,,,,,,,9.99
G06008900123024,,,,,,,,,8.95,,,,,,,,,,,,,9.34,3.81,,,,,,,,,,,,,,,,13.47,13.37,,,,,,,,,,,,14.16,,,,,13.47,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,10.67,10.88,,,,,,,
G06008900123031,,,,,,6.09,,,12.36,,,,,,,,,,,,,12.75,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.41,,,,,,,,,5.67,,,,,,,,15.3,,,14.08,14.29,,,,,,,13.23
G06008900123032,,,,,,5.79,,,11.1,,,,,,,,,,,,,11.49,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.15,,,12.39,,,,,,5.37,,,,,,,,12.37,,,12.82,,,,,,,,8.75
G06008900124001,,,,,,,,,,,,,,,,21.61,,,,22.05,22.81,,,,,,28.77,,,,,,28.46,,28.71,,,,,,,,,,,,24.56,,,,21.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.65,,,,,,23.5,,,,,,,,,,
G06008900124002,,,,,,,,,26.06,,,,,,,26.64,,,,,,26.44,25.36,,,,,,,,,,,,,,,,,25.85,,,,,,,,,,,26.8,26.51,,,,,,,,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.29,27.49,,,,,,,
G06008900124003,,,,,,,,,,,,,,,,23.08,,,,23.53,24.01,,21.8,,,,,,,,,,,,,,,,22.75,22.29,,,,,,,,,,,23.25,22.96,,23.07,,,22.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008900125001,,,,37.08,,,,,,,40.2,,,,,,40.75,,,,,,,,40.43,40.8,40.86,36.33,36.33,,,,,,,,40.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.75,,,,,
G06008900125002,,,,29.82,,,,,,,,,,,,,33.49,,,,,,,,33.17,33.55,33.6,29.08,29.08,,,,33.86,,33.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.49,,,,,
G06008900126011,,,,45.63,,,,,,,48.51,44.97,41.67,,,,49.02,,,,,,,,48.7,,,44.89,44.89,,,,,,,,48.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.02,,,,,
G06008900126012,,16.41,16.16,,,,,,,,,,30.4,,,,,,,,,,,,,,,41.59,41.59,,,,,,,,,,,,,,,,,,,16.04,,,,,,,,,,,,,,,,,35.68,,,,,,,,51.54,,,,,15.98,,,,,,,,,,,,,,,,,35.6,
G06008900126013,15.82,,,,,,,,,23.89,,23.0,20.68,22.69,,,,23.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.88,,,,,,,,28.07,,,,,,,,,,,,,,,,,,,,,21.56,12.03,
G06008900126031,46.92,43.59,43.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.22,,,,,,,,,,,,,,,,,47.57,,,,,,,,22.18,,,,,43.17,,,,,,,,,,,,,,58.79,57.63,,43.44,
G06008900126032,23.09,46.02,45.78,,,29.04,,,,,,,28.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.65,,,,,,,,,,,,,,,,,23.74,,,,,,,,8.11,,,,,45.6,,,,,,,,,,,,,,,,,19.6,
G06008900126033,22.15,,,,,27.31,,,,,,30.26,27.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8,,,,,,,,3.86,,,,27.73,46.05,,,,,,,,,,,,,,,,28.07,18.66,
G06008900126034,16.51,,,,,13.6,,,,,,,22.31,,20.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.17,,,,,,20.06,,17.06,,,,14.02,,,,,,,,,,,,,,,,,,14.03,17.25
G06008900126041,34.21,46.89,46.64,,,,,,,,,42.32,40.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.51,,,,,,,,,,,,,,,,,34.86,,,,,,,,9.47,,,,,46.46,,,,,,,,,,,,,,,,,30.73,
G06008900126042,11.19,,,,,21.17,,,,,,19.3,16.99,,16.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.84,,,,,,,,22.64,,,,,,,,,,,,,,,,,16.27,,,,17.12,7.71,
G06008900127011,,0.49,0.74,,,,,,,,,,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,49.18,,,,,,,,47.42,,,,,2.03,,,,,,,,,,,,,,20.54,19.39,,47.71,
G06008900127012,,1.62,1.38,,,,,,,,,,41.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,47.06,,,,,,,,45.3,,,,,1.2,,,,,,,,,,,,,,21.07,19.92,,45.59,
G06008900127013,,0.04,0.28,,,,,,,,,,43.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,48.72,,,,,,,,46.96,,,,,1.58,,,,,,,,,,,,,,20.09,18.93,,47.25,
G06008900127014,,14.2,13.95,,,,,,,,,,57.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.03,,,,,,,,,,,,,,,,,62.29,,,,,,,,58.33,,,,,15.14,,,,,,,,,,,,,,24.49,23.34,,60.82,
G06008900127021,,25.48,25.24,,,,,,,,,,68.29,,,,,,,,,,,,,,,,79.49,,,,,,,,,,,,,,,,,,,25.32,,,,,,,,,,,,,,,,,,,,,,,,,68.36,,,,,26.43,,,,,,,,,,,,,,8.91,10.32,,72.1,
G06008900127022,,24.35,24.1,,,,,,,,,,67.15,,,,,,,,,,,,,,,,78.35,,,,,,,,,,,,,,,,,,,24.18,,,,,,,,,,,,,,,,,,,,,,,,,67.22,,,,,25.29,,,,,,,,,,,,,,8.27,9.68,,70.97,
G06008900127023,,21.68,21.92,,,,,,,,,,65.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.15,,,,,,,,,,,,,,,,,64.11,,,,,,,,40.22,,,,,23.22,,,,,,,,,,,,,,33.64,32.49,,60.26,
