G06006100221001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.16,11.34,,3.5,,,,,,,13.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.01,,,,,,,,69.34,68.91,,,6.28,6.6,,,,,,,,,,,,,,,,,,,,,,10.29,,
G06006100221002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.04,14.22,,5.2,,,,,,,16.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.89,,,,,,,,72.21,71.79,,,9.15,9.48,,,,,,,,,,,,,,,,,,,,,,13.17,,
G06006100222001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.95,4.13,,6.77,,,,,,,13.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.03,,,,,,,,62.12,61.7,,,6.29,6.62,,,,,,,,,,,,,,,,,,,,,,10.31,,
G06006100222002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.14,8.31,,2.96,,,,,,,10.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98,,,,,,,,66.31,65.88,,,3.25,3.58,,,,,,,,,,,,,,,,,,,,,,7.26,,
G06006100223001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.89,13.06,,2.7,,,,,,,15.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.73,,,,,,,,71.06,70.63,,,8.0,8.33,,,,,,,,,,,,,,,,,,,,,,12.01,,
G06006100223002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.35,14.52,,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,,,,,,83.6,83.45,72.52,72.09,,,9.46,9.79,,,,,,,,,,,,,,,,,,,,,,,,
G06006100224001,,,,,,,3.1,,,,,,2.59,,,,,,,,,0.9,3.0,,,,2.39,3.1,2.52,,,,,,,,,,,,,,,,,,,,,,,,3.14,,2.38,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100224002,,,,,,,3.76,,,,,,3.24,,,,,,,,,1.18,,,,,3.05,3.76,3.18,,,,,,,,,,,,,,,,,,,4.51,,,,,3.8,,2.82,,,,,,,,,,,,,,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100225001,,4.14,,3.5,,,,,,,,,,,,,,,3.82,,,,,,,,,,,,,,4.15,,,,,1.96,,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49,,,,3.73,,,,,,,3.55,4.94
G06006100225002,,,,3.46,,,,,,3.55,,,,,,,,,2.06,,,,,,,3.17,,,,,,,,,,,,1.36,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,,,,3.69,,,,,,,3.86,
G06006100226001,,,,,,,2.37,,,,,2.84,2.46,,3.58,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,3.35,,,,,,,,,,,,,,,,,,2.46,,,,,1.56,2.3,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
G06006100228001,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,3.93,,3.87,3.9,3.22,2.28,,,,,,,,,,,,,,,,,,1.16,,,,,0.26,,,,,,,,,,,,,,,,,,,,2.83,,,,,1.66,,,,,,,,,,,
G06006100229001,,,3.27,,,,,,,,,,,,,,,,,,,,,,,,,2.39,,,,,,,,,,,,,,,,,,,,,,3.71,,3.09,2.15,,,,,,,,,,,,,,,,,3.12,0.99,,,,,0.92,,,,,,,,,,,,,,,,,,,,3.21,,,,,1.41,,,,,,,,,,,
G06006100230001,,,2.26,,,,,,,,4.56,,,,,,,,,,,,,,,,,3.36,,,,,,,,,,,,,,,,,,,,,,,,4.18,,,,,3.46,,,,,,,,,,,,,2.1,1.51,,,,,2.34,,,,,,,,,,,,,,,,,,,,2.88,,,,,2.5,,,,,,,,,,,
G06006100231001,,,5.15,,,,,,,,2.48,,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,4.99,3.81,,,,,4.2,,,,4.05,,,,,,,,,,,,,,,,2.41,,,,,5.58,,,,,,,,,,,
G06006100231002,,,5.46,,,,,,,,2.76,,,,3.0,,,,,,,,,,,3.26,,,,,,,,,,,,,,,,,3.31,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,5.3,4.12,,,,,,,,,3.06,,,,,,,,,,,,,,,,2.72,,,,,,,,,,,,,,,,
G06006100231003,,,5.1,,,,,,,,2.43,,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,,,,,,,,,,,,,4.94,3.76,,,,,4.15,,,,4.36,,,,,,,,,,,,,,,,2.36,,,,,5.53,,,,,,,,,,,
G06006100232001,,,5.53,,,,,,,,,,,,,,,,,,,,,2.82,,,,,,,,,,,,,,,,,3.29,4.03,,,,,,,,,,,,,,4.29,,,,,,,,,,,,3.54,,5.37,,,,,,,,,,,,,,,,,,,9.42,,,,,,,7.55,,,,,7.86,,,,,,,,,,,
G06006100233001,,,5.68,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,3.35,2.51,,,10.41,,,,,,,,,,,3.63,,,,,,,,,,,,2.02,,5.52,,,,,,,,,,,,,,,8.63,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,
G06006100233002,,,5.48,,,,,,,,,,,,,,,,,,,,,2.78,,,,,,,,,,,,,,,,,3.25,3.99,,,11.28,,,,,,,,,,,4.24,,,,,,,,,,,,3.49,,5.33,,,,,,,,,,,,,,,9.51,,,,9.38,,,,,,,,,,,,,,,,,,,,,,,
G06006100234001,,,,,,,,,,,,,,,,,,,,,,,,5.79,,,,,,,,,,,,,,,,,6.46,6.43,,,,,,,,,,,,,,7.46,,,,,,,17.72,,,17.73,17.72,3.68,,,,,,,,,,,,,,,,,12.36,,,,,,,,,,,,,,17.85,,,,,,,,,,,,,
G06006100234002,,,7.03,,,,,,,,,,,,,,,,,,,,,3.39,,,,,,,,,,,,,,,,,4.82,3.36,,,,,,,,,,,,,,5.18,,15.05,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,9.29,,,,9.16,,,,,,,,,,14.77,,,,,,,,,,,,,
G06006100235001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100236001,,,4.49,,,,,,,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,,,,1.1,2.9,,,8.84,,,,,,,,,,,0.75,,,,,,,,,,,,4.13,,4.33,,,,,,,,,,,,,,,7.06,,,,6.93,,,,,,,,,,,,,,,,,,,,,,,
G06006100236002,,,5.71,,,,,,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,2.32,2.67,,,8.54,,,,,,,,,,,1.8,,,,,,,,,,,,4.09,,5.55,,,,,,,,,,,,,,,6.76,,,,6.63,,,,,,,,,,,,,,,,,,,,,,,
G06006100237001,,,6.09,,,,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,3.34,1.14,,,9.29,,,,,,,,,,,3.23,,,,,,,,,,,,2.32,,5.93,,,,,,,,,,,,,,,7.51,,,,7.38,,,,,,,,,,,,,,,,,,,,,,,
G06006100237002,,,5.92,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,2.84,2.31,,,8.72,,,,,,,,,,,2.62,,,,,,,,,,,,3.22,,5.76,,,,,,,,,,,,,,,6.94,,,,6.81,,,,,,,,,,,,,,,,,,,,,,,
G06006100238001,,,7.68,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,5.16,2.95,,,9.27,,,,,,,,,,,5.04,,,,,,,,,,,,2.65,,,,,,,,,,,,,,,,,7.49,,,,7.36,,,,,,,,,,,,,8.45,,,,,,,,,,
G06006100239001,,,7.98,,,,,,,,,,,,,,,,,,,,,4.24,,,,,,,,,,,,,,,,,5.69,4.88,,,12.59,,,,,,,,,,,5.97,,,,,,,,,,,,2.12,,7.83,,,,,,,,,,,,,,,10.81,,,,10.68,,,,,,,,,,,,,,,,,,,,,,,
G06006109900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.34,11.52,,7.01,,,,,,,7.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,,,,,,,,69.51,69.09,,,1.43,1.1,,,,,,,,,,,,,,,,,,,,,,4.64,,
