,31553746,31555561,969939118,969948921,969948925,6989477,204345954,31557528,31556371,31556696,31556463,31556529,31556616,270279264,292031477,31577889,941658784,941658785,263003895,675888211,31795090,31795879,321775870,552580195,666402942,271403973,31528158,31579349,31820764,31856156,31796415,966639189,966639190,31797869,679932345,779799288,172600443,31516213,31516227,31530517,31540470,31583869,31583931,31583964,915941401,31530054,31298330
G06001303032023,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,1.0,0.0,0.0,,,,,,,,,,,,,,
G06001303032024,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,1.0,,0.0,0.0,0.0,,,,,,,,,,,,,,
G06001303032031,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,
G06001303032041,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,
G06001303032042,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,
G06001303032043,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,1.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,
G06001303032051,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,0.0408307824396671,0.0,0.0,0.0,,,,,,,,,,,,,
G06001303032052,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
G06001303040021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
G06001303040051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
G06001303050001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
G06001303050002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
G06001303050004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
