,GISJOIN,REGION,POP
10219,G06004300001013,Sierra Nevada,986
10220,G06004300001014,Central Valley,847
10221,G06004300001021,Sierra Nevada,1354
10222,G06004300001022,Central Valley,1222
10223,G06004300002001,Central Valley,1848
10224,G06004300002002,Sierra Nevada,341
10225,G06004300002003,Sierra Nevada,668
10226,G06004300003011,Sierra Nevada,666
10227,G06004300003012,Sierra Nevada,1773
10228,G06004300003013,Sierra Nevada,1332
10229,G06004300003021,Sierra Nevada,658
10230,G06004300003022,Sierra Nevada,957
10231,G06004300003023,Sierra Nevada,1016
10232,G06004300004001,Sierra Nevada,1420
10233,G06004300004002,Sierra Nevada,282
10234,G06004500101001,Central Valley,480
10235,G06004500101002,Northern California,946
10236,G06004500101003,Northern California,1248
10237,G06004500102001,Northern California,673
10238,G06004500102002,Northern California,542
10239,G06004500102003,Northern California,298
10240,G06004500102004,Northern California,831
10241,G06004500102005,Northern California,1198
10242,G06004500103001,Northern California,1019
10243,G06004500103002,Northern California,1720
10244,G06004500103003,Northern California,508
10245,G06004500103004,Northern California,868
10246,G06004500104001,Northern California,462
10247,G06004500104002,Northern California,443
10248,G06004500104003,Northern California,962
10249,G06004500104004,Northern California,1409
10250,G06004500105001,Northern California,1246
10251,G06004500105002,Northern California,1089
10252,G06004500105003,Northern California,1436
10253,G06004500105004,Northern California,916
10254,G06004500106001,Northern California,753
10255,G06004500106002,Northern California,3267
10256,G06004500106003,Northern California,581
10257,G06004500106004,Northern California,1745
10258,G06004500107001,Northern California,667
10259,G06004500107002,Northern California,1493
10260,G06004500107003,Northern California,973
10261,G06004500107004,Northern California,801
10262,G06004500107005,Northern California,1073
10263,G06004500107006,Northern California,835
10264,G06004500107007,Northern California,502
10265,G06004500108011,Northern California,689
10266,G06004500108012,Northern California,955
10267,G06004500108013,Northern California,1682
10268,G06004500108014,Northern California,1996
10269,G06004500108021,Northern California,661
10270,G06004500108022,Northern California,1208
10271,G06004500109001,Northern California,976
10272,G06004500109002,Northern California,556
10273,G06004500109003,Northern California,2489
10274,G06004500109004,Northern California,968
10275,G06004500110011,Northern California,2210
10276,G06004500110021,Northern California,1067
10277,G06004500110022,Northern California,893
10278,G06004500110023,Northern California,1145
10279,G06004500110024,Northern California,588
10280,G06004500110025,Northern California,2442
10281,G06004500111021,Bay Area,572
10282,G06004500111022,Northern California,1426
10283,G06004500111023,Bay Area,2190
10284,G06004500112001,Northern California,1325
10285,G06004500112002,Northern California,801
10286,G06004500112003,Northern California,897
10287,G06004500113001,Northern California,1769
10288,G06004500113002,Northern California,3358
10289,G06004500113003,Northern California,546
10290,G06004500114001,Northern California,471
10291,G06004500114002,Northern California,1075
10292,G06004500114003,Northern California,972
10293,G06004500114004,Northern California,438
10294,G06004500114005,Northern California,809
10295,G06004500114006,Northern California,791
10296,G06004500115001,Northern California,1101
10297,G06004500115002,Northern California,2498
10298,G06004500115003,Northern California,1018
10299,G06004500115004,Northern California,677
10300,G06004500115005,Northern California,1345
10301,G06004500116001,Northern California,1251
10302,G06004500116002,Northern California,1118
10303,G06004500116003,Northern California,825
10304,G06004500116004,Northern California,2294
10305,G06004500117001,Northern California,1054
10306,G06004500117002,Northern California,1152
10307,G06004500117003,Northern California,399
10308,G06004500117004,Northern California,1003
10309,G06004500117005,Northern California,489
10310,G06004500118001,Bay Area,1026
10311,G06004500118002,Northern California,1025
10312,G06004700002011,Central Valley,2943
10313,G06004700002012,Central Valley,975
10314,G06004700002021,Central Valley,1889
10315,G06004700002031,Central Valley,2384
10316,G06004700002032,Central Valley,4301
10317,G06004700002033,Central Valley,1275
10318,G06004700002034,Central Valley,1330
10319,G06004700002035,Central Valley,1243
10320,G06004700003011,Central Valley,1067
10321,G06004700003012,Central Valley,1228
10322,G06004700003013,Central Valley,3204
10323,G06004700003031,Central Valley,1272
10324,G06004700003032,Central Valley,1268
10325,G06004700003041,Central Valley,2620
10326,G06004700003042,Central Valley,957
10327,G06004700003043,Central Valley,446
10328,G06004700003044,Central Valley,1802
10329,G06004700003045,Central Valley,4307
10330,G06004700004011,Central Valley,1526
10331,G06004700004021,Central Valley,1357
10332,G06004700004022,Central Valley,2041
10333,G06004700004023,Central Valley,2682
10334,G06004700004024,Central Valley,2980
10335,G06004700005031,Central Valley,3231
10336,G06004700005041,Central Valley,2328
10337,G06004700005042,Central Valley,1370
10338,G06004700005043,Central Valley,2871
10339,G06004700005051,Central Valley,2074
10340,G06004700005052,Central Valley,1233
10341,G06004700005053,Central Valley,3356
10342,G06004700006011,Central Valley,1062
10343,G06004700006012,Central Valley,1085
10344,G06004700006013,Central Valley,1403
10345,G06004700006014,Central Valley,1169
10346,G06004700006021,Central Valley,2540
10347,G06004700006022,Central Valley,1652
10348,G06004700006031,Central Valley,1370
10349,G06004700006032,Central Valley,993
10350,G06004700006033,Central Valley,1139
10351,G06004700006034,Central Valley,1358
10352,G06004700006035,Central Valley,1022
10353,G06004700007011,Central Valley,1789
10354,G06004700007012,Central Valley,1437
10355,G06004700007021,Central Valley,1587
10356,G06004700007022,Central Valley,1447
10357,G06004700007023,Central Valley,2647
10358,G06004700008011,Central Valley,4016
10359,G06004700008012,Central Valley,1523
10360,G06004700008021,Central Valley,2307
10361,G06004700008022,Central Valley,1802
10362,G06004700009011,Central Valley,1069
10363,G06004700009012,Central Valley,1056
10364,G06004700009013,Central Valley,1903
10365,G06004700009021,Central Valley,2937
10366,G06004700009022,Central Valley,3192
10367,G06004700009023,Central Valley,1584
10368,G06004700009024,Central Valley,1792
10369,G06004700010021,Central Valley,9540
10370,G06004700010022,Central Valley,1613
10371,G06004700010023,Central Valley,2621
10372,G06004700010024,Central Valley,2127
10373,G06004700010031,Central Valley,771
10374,G06004700010032,Central Valley,2476
10375,G06004700010033,Central Valley,1034
10376,G06004700010041,Central Valley,1261
10377,G06004700010042,Central Valley,870
10378,G06004700010043,Central Valley,1519
10379,G06004700010051,Central Valley,2461
10380,G06004700011011,Central Valley,1849
10381,G06004700011012,Central Valley,1631
10382,G06004700011013,Central Valley,1256
10383,G06004700011014,Central Valley,945
10384,G06004700012001,Central Valley,1405
10385,G06004700012002,Central Valley,1388
10386,G06004700012003,Central Valley,1312
10387,G06004700012004,Central Valley,1531
10388,G06004700013011,Central Valley,442
10389,G06004700013012,Central Valley,1334
10390,G06004700013013,Central Valley,886
10391,G06004700013021,Central Valley,625
10392,G06004700013022,Central Valley,928
10393,G06004700013023,Central Valley,1320
10394,G06004700014011,Central Valley,1784
10395,G06004700014012,Central Valley,2410
10396,G06004700014021,Central Valley,1352
10397,G06004700014022,Central Valley,547
10398,G06004700014023,Central Valley,1242
10399,G06004700014024,Central Valley,1282
10400,G06004700015011,Central Valley,2425
10401,G06004700015021,Central Valley,1148
10402,G06004700015022,Central Valley,1181
10403,G06004700015031,Central Valley,1763
10404,G06004700015032,Central Valley,1171
10405,G06004700015033,Central Valley,1651
10406,G06004700016011,Central Valley,1612
10407,G06004700016012,Central Valley,1072
10408,G06004700016013,Central Valley,1554
10409,G06004700016021,Central Valley,3666
10410,G06004700016022,Central Valley,4211
10411,G06004700017001,Central Valley,4274
10412,G06004700017002,Central Valley,877
10413,G06004700017003,Central Valley,1533
10414,G06004700018011,Central Valley,5719
10415,G06004700019011,Central Valley,1608
10416,G06004700019012,Central Valley,1024
10417,G06004700019013,Central Valley,1224
10418,G06004700019014,Central Valley,1661
10419,G06004700019021,Central Valley,1756
10420,G06004700019022,Central Valley,589
10421,G06004700020001,Central Valley,2458
10422,G06004700020002,Central Valley,1827
10423,G06004700020003,Central Valley,1398
10424,G06004700020004,Central Valley,602
10425,G06004700020005,Central Valley,1193
10426,G06004700020006,Central Valley,1234
10427,G06004700021001,Bay Area,1611
10428,G06004700021002,Central Valley,500
10429,G06004700021003,Central Valley,2135
10430,G06004700022011,Central Valley,556
10431,G06004700022012,Central Valley,756
10432,G06004700022013,Central Valley,1220
10433,G06004700022014,Central Valley,1878
10434,G06004700022015,Central Valley,1839
10435,G06004700022021,Central Valley,2886
10436,G06004700022022,Central Valley,1614
10437,G06004700022023,Central Valley,2314
10438,G06004700022024,Central Valley,831
10439,G06004700022025,Central Valley,2525
10440,G06004700023011,Central Valley,4712
10441,G06004700023012,Central Valley,1040
10442,G06004700023013,Central Valley,1007
10443,G06004700023021,Central Valley,696
10444,G06004700023022,Central Valley,9397
10445,G06004700023023,Central Valley,1898
10446,G06004700023024,Central Valley,3959
10447,G06004700024011,Central Valley,1406
10448,G06004700024021,Central Valley,1031
10449,G06004700024022,Central Valley,1463
10450,G06004700024023,Central Valley,2289
10451,G06004700024024,Central Valley,2854
10452,G06004700025001,Central Valley,997
10453,G06004700025002,Central Valley,1392
10454,G06004700026001,Central Valley,2603
10455,G06004700026002,Central Valley,3339
10456,G06004900001001,Northern California,959
10457,G06004900001002,Northern California,726
10458,G06004900001003,Northern California,451
10459,G06004900001004,Northern California,420
10460,G06004900001005,Northern California,953
10461,G06004900002001,Northern California,983
10462,G06004900002002,Northern California,667
10463,G06004900003001,Northern California,816
10464,G06004900003002,Northern California,614
10465,G06004900003003,Northern California,1011
10466,G06004900004001,Northern California,803
10467,G06004900004002,Northern California,504
10468,G06005100001011,Sierra Nevada,1462
10469,G06005100001012,Sierra Nevada,390
10470,G06005100001013,Sierra Nevada,699
10471,G06005100001014,Central Valley,1146
10472,G06005100001021,Sierra Nevada,631
10473,G06005100001022,Sierra Nevada,928
10474,G06005100001023,Sierra Nevada,641
10475,G06005100001024,Sierra Nevada,244
10476,G06005100002001,Sierra Nevada,1180
10477,G06005100002002,Sierra Nevada,1369
10478,G06005100002003,Sierra Nevada,897
10479,G06005100002004,Sierra Nevada,636
10480,G06005100002005,Sierra Nevada,1391
10481,G06005100002006,Sierra Nevada,834
10482,G06005100002007,Sierra Nevada,1096
10483,G06005100002008,Central Valley,766
10484,G06005100002009,Sierra Nevada,0
10485,G06005300001011,Central Coast,1246
10486,G06005300001012,Central Coast,1037
10487,G06005300001021,Central Coast,2874
10488,G06005300001022,Central Coast,3466
10489,G06005300001023,Central Coast,2975
10490,G06005300001031,Central Coast,2010
10491,G06005300001032,Central Coast,2685
10492,G06005300001041,Central Coast,1051
10493,G06005300001042,Central Coast,2827
10494,G06005300002001,Central Coast,2009
10495,G06005300002002,Central Coast,1592
10496,G06005300002003,Central Coast,2091
10497,G06005300002004,Central Coast,1797
10498,G06005300003001,Central Coast,2004
10499,G06005300003002,Central Coast,2790
10500,G06005300004001,Central Coast,3122
10501,G06005300004002,Central Coast,3135
10502,G06005300004003,Central Coast,1488
10503,G06005300005011,Central Coast,2491
10504,G06005300005012,Central Coast,1925
10505,G06005300005021,Central Coast,2475
10506,G06005300005022,Central Coast,1707
10507,G06005300006001,Central Coast,2125
10508,G06005300006002,Central Coast,1208
10509,G06005300006003,Central Coast,2456
10510,G06005300006004,Central Coast,1513
10511,G06005300007011,Central Coast,1517
10512,G06005300007012,Central Coast,2444
10513,G06005300007013,Central Coast,1908
10514,G06005300007021,Central Coast,1695
10515,G06005300007022,Central Coast,1925
10516,G06005300007023,Central Coast,2263
10517,G06005300008001,Central Coast,2575
10518,G06005300008002,Central Coast,1883
10519,G06005300008003,Central Coast,1344
10520,G06005300009001,Central Coast,1026
10521,G06005300009002,Central Coast,1475
10522,G06005300009003,Central Coast,3156
10523,G06005300012001,Central Coast,1916
10524,G06005300012002,Central Coast,1087
10525,G06005300013001,Central Coast,2508
10526,G06005300014001,Central Coast,1408
10527,G06005300014002,Central Coast,1271
10528,G06005300015001,Central Coast,1920
10529,G06005300015002,Central Coast,1470
10530,G06005300015003,Central Coast,2964
10531,G06005300016001,Central Coast,1487
10532,G06005300016002,Central Coast,1213
10533,G06005300017001,Central Coast,2281
10534,G06005300017002,Central Coast,1682
10535,G06005300018011,Central Coast,1517
10536,G06005300018012,Central Coast,2668
10537,G06005300018021,Central Coast,1673
10538,G06005300018022,Central Coast,2173
10539,G06005300018023,Central Coast,1629
10540,G06005300101011,Central Coast,1909
10541,G06005300101012,Central Coast,3115
10542,G06005300101021,Central Coast,2160
10543,G06005300101022,Central Coast,1379
10544,G06005300102021,Central Coast,741
10545,G06005300102022,Central Coast,2234
10546,G06005300102023,Central Coast,1968
10547,G06005300103051,Central Coast,1746
10548,G06005300103052,Central Coast,2023
10549,G06005300103053,Central Coast,786
10550,G06005300103061,Central Coast,1592
10551,G06005300104001,Central Coast,2098
10552,G06005300104002,Central Coast,1274
10553,G06005300104003,Central Coast,914
10554,G06005300104004,Central Coast,2235
10555,G06005300105011,Central Coast,1832
10556,G06005300105012,Central Coast,2752
10557,G06005300105013,Central Coast,1069
10558,G06005300105014,Central Coast,739
10559,G06005300105041,Central Coast,3197
10560,G06005300105042,Central Coast,2049
10561,G06005300105051,Central Coast,2644
10562,G06005300105052,Central Coast,3372
10563,G06005300105061,Central Coast,2611
10564,G06005300105062,Central Coast,2636
10565,G06005300106031,Central Coast,4787
10566,G06005300106032,Central Coast,2661
10567,G06005300106041,Central Coast,2747
10568,G06005300106042,Central Coast,2896
10569,G06005300106051,Central Coast,4799
10570,G06005300106061,Central Coast,2582
10571,G06005300106062,Central Coast,3897
10572,G06005300106071,Central Coast,1906
10573,G06005300106072,Central Coast,2240
10574,G06005300106081,Central Coast,801
10575,G06005300106082,Central Coast,1523
10576,G06005300106083,Central Coast,903
10577,G06005300107011,Central Coast,1426
10578,G06005300107012,Central Coast,3358
10579,G06005300107013,Central Coast,1167
10580,G06005300107014,Central Coast,513
10581,G06005300107021,Central Coast,1790
10582,G06005300107022,Central Coast,1476
10583,G06005300108041,Central Coast,1099
10584,G06005300108042,Central Coast,1432
10585,G06005300108043,Central Coast,2938
10586,G06005300109001,Central Coast,8821
10587,G06005300110001,Central Coast,1035
10588,G06005300110002,Central Coast,1127
10589,G06005300110003,Central Coast,1478
10590,G06005300110004,Central Coast,926
10591,G06005300110005,Central Coast,1278
10592,G06005300111011,Central Coast,1079
10593,G06005300111012,Central Coast,1668
10594,G06005300111013,Central Coast,3177
10595,G06005300111021,Central Coast,2636
10596,G06005300111022,Central Coast,4079
10597,G06005300111023,Central Coast,5673
10598,G06005300112021,Central Coast,1270
10599,G06005300112022,Central Coast,3555
10600,G06005300112023,Central Coast,2438
10601,G06005300112031,Central Coast,1330
10602,G06005300112032,Central Coast,2862
10603,G06005300112033,Central Coast,2794
10604,G06005300112041,Central Coast,909
10605,G06005300112042,Central Coast,2840
10606,G06005300113021,Central Coast,2156
10607,G06005300113022,Central Coast,1750
10608,G06005300113023,Central Coast,2027
10609,G06005300113031,Central Coast,3017
10610,G06005300113032,Central Coast,1158
10611,G06005300113041,Central Coast,1334
10612,G06005300113042,Central Coast,3678
10613,G06005300113043,Central Coast,2583
10614,G06005300114001,Central Coast,1974
10615,G06005300114002,Central Coast,2488
10616,G06005300115021,Central Coast,1987
10617,G06005300116021,Central Coast,1404
10618,G06005300116022,Central Coast,1492
10619,G06005300116023,Central Coast,1011
10620,G06005300116024,Central Coast,2084
10621,G06005300116041,Central Coast,2087
10622,G06005300117001,Central Coast,753
10623,G06005300117002,Central Coast,2089
10624,G06005300117003,Central Coast,1010
10625,G06005300118011,Central Coast,1698
10626,G06005300118012,Central Coast,427
10627,G06005300118021,Central Coast,717
10628,G06005300118022,Central Coast,988
10629,G06005300119001,Central Coast,935
10630,G06005300119002,Central Coast,1400
10631,G06005300119003,Central Coast,548
10632,G06005300119004,Central Coast,1108
10633,G06005300120001,Central Coast,1823
10634,G06005300120002,Central Coast,2251
10635,G06005300121001,Central Coast,1017
10636,G06005300121002,Central Coast,1096
10637,G06005300122001,Central Coast,501
10638,G06005300122002,Central Coast,2254
10639,G06005300123021,Central Coast,2072
10640,G06005300124011,Central Coast,1130
10641,G06005300124012,Central Coast,537
10642,G06005300124021,Central Coast,852
10643,G06005300124022,Central Coast,734
10644,G06005300124023,Central Coast,1255
10645,G06005300125021,Central Coast,1397
10646,G06005300125022,Central Coast,1003
10647,G06005300125023,Central Coast,1113
10648,G06005300125024,Central Coast,662
10649,G06005300125025,Central Coast,719
10650,G06005300126001,Central Coast,2366
10651,G06005300127001,Central Coast,606
10652,G06005300127002,Central Coast,585
10653,G06005300127003,Central Coast,963
10654,G06005300127004,Central Coast,1318
10655,G06005300128001,Central Coast,788
10656,G06005300128002,Central Coast,1547
10657,G06005300128003,Central Coast,1100
10658,G06005300128004,Central Coast,731
10659,G06005300128005,Central Coast,715
10660,G06005300130001,Central Coast,1573
10661,G06005300130002,Central Coast,764
10662,G06005300130003,Central Coast,1042
10663,G06005300131001,Central Coast,2200
10664,G06005300132001,Central Coast,2219
10665,G06005300132002,Central Coast,1957
10666,G06005300133001,Central Coast,1931
10667,G06005300133002,Central Coast,1470
10668,G06005300133003,Central Coast,2422
10669,G06005300133004,Central Coast,376
10670,G06005300134001,Central Coast,1525
10671,G06005300135001,Central Coast,1047
10672,G06005300135002,Central Coast,1781
10673,G06005300135003,Central Coast,2201
10674,G06005300136001,Central Coast,3316
10675,G06005300136002,Central Coast,1363
10676,G06005300137001,Central Coast,1305
10677,G06005300137002,Central Coast,1782
10678,G06005300137003,Central Coast,1238
10679,G06005300138001,Central Coast,1656
10680,G06005300138002,Central Coast,2674
10681,G06005300138003,Central Coast,1870
10682,G06005300139001,Central Coast,1482
10683,G06005300139002,Central Coast,880
10684,G06005300140001,Central Coast,2427
10685,G06005300141021,Central Coast,2678
10686,G06005300141022,Central Coast,721
10687,G06005300141041,Central Coast,1892
10688,G06005300141042,Central Coast,0
10689,G06005300141043,Central Coast,0
10690,G06005300141051,Central Coast,3461
10691,G06005300141071,Central Coast,2861
10692,G06005300141072,Central Coast,2584
10693,G06005300141073,Central Coast,2795
10694,G06005300142011,Central Coast,1308
10695,G06005300142012,Central Coast,1314
10696,G06005300142013,Central Coast,2792
10697,G06005300142021,Central Coast,1350
10698,G06005300142022,Central Coast,3061
10699,G06005300143011,Central Coast,2164
10700,G06005300143012,Central Coast,1397
10701,G06005300143021,Central Coast,1831
10702,G06005300143022,Central Coast,2640
10703,G06005300145001,Central Coast,737
10704,G06005300145002,Central Coast,2136
10705,G06005300145003,Central Coast,1601
10706,G06005300146011,Central Coast,2376
10707,G06005300146012,Central Coast,1186
10708,G06005300146013,Central Coast,1418
10709,G06005300147001,Central Coast,1105
10710,G06005300147002,Central Coast,1797
10711,G06005300147003,Central Coast,1514
10712,G06005300147004,Central Coast,3457
10713,G06005300148001,Central Coast,1356
10714,G06005300148002,Central Coast,1512
10715,G06005300148003,Central Coast,3659
10716,G06005309800001,Central Coast,0
10717,G06005502002011,Bay Area,1446
10718,G06005502002012,Bay Area,946
10719,G06005502002013,Bay Area,1136
10720,G06005502002021,Bay Area,457
10721,G06005502002022,Bay Area,612
10722,G06005502002023,Bay Area,1392
10723,G06005502002031,Bay Area,1198
10724,G06005502002032,Bay Area,1033
10725,G06005502003011,Bay Area,2053
10726,G06005502003012,Bay Area,1883
10727,G06005502003013,Bay Area,2101
10728,G06005502003021,Bay Area,1508
10729,G06005502003022,Bay Area,1247
10730,G06005502004001,Bay Area,1438
10731,G06005502004002,Bay Area,1327
10732,G06005502004003,Bay Area,982
10733,G06005502005011,Bay Area,1626
10734,G06005502005012,Bay Area,1465
10735,G06005502005013,Bay Area,1920
10736,G06005502005031,Bay Area,1107
10737,G06005502005032,Bay Area,599
10738,G06005502005041,Bay Area,961
10739,G06005502005042,Bay Area,4127
10740,G06005502005043,Bay Area,976
10741,G06005502005051,Bay Area,1621
10742,G06005502005052,Bay Area,962
10743,G06005502006011,Bay Area,1421
10744,G06005502006012,Bay Area,1156
10745,G06005502006013,Bay Area,1698
10746,G06005502006014,Bay Area,1358
10747,G06005502006021,Bay Area,2299
10748,G06005502006022,Bay Area,974
10749,G06005502006023,Bay Area,851
10750,G06005502007031,Bay Area,2219
10751,G06005502007032,Bay Area,641
10752,G06005502007041,Bay Area,1643
10753,G06005502007042,Bay Area,2259
10754,G06005502007043,Bay Area,1410
10755,G06005502007051,Bay Area,1548
10756,G06005502007052,Bay Area,1469
10757,G06005502007061,Bay Area,1030
10758,G06005502007062,Bay Area,1211
10759,G06005502007063,Bay Area,972
10760,G06005502007071,Bay Area,1947
10761,G06005502007072,Bay Area,1293
10762,G06005502008021,Bay Area,1292
10763,G06005502008022,Bay Area,1781
10764,G06005502008023,Bay Area,3155
10765,G06005502008031,Bay Area,923
10766,G06005502008032,Bay Area,1210
10767,G06005502008041,Bay Area,1572
10768,G06005502008042,Bay Area,1437
10769,G06005502008043,Bay Area,1193
10770,G06005502008044,Bay Area,1371
10771,G06005502009001,Bay Area,757
10772,G06005502010031,Bay Area,611
10773,G06005502010032,Bay Area,4586
10774,G06005502010041,Bay Area,3289
10775,G06005502010042,Bay Area,2691
10776,G06005502010051,Bay Area,1107
10777,G06005502010052,Bay Area,1393
10778,G06005502010061,Bay Area,1782
10779,G06005502010062,Bay Area,1532
10780,G06005502010071,Bay Area,2353
10781,G06005502010072,Bay Area,1705
10782,G06005502011011,Bay Area,1178
10783,G06005502011012,Bay Area,876
10784,G06005502011021,Bay Area,1206
10785,G06005502011022,Bay Area,698
10786,G06005502012001,Bay Area,610
10787,G06005502012002,Bay Area,885
10788,G06005502012003,Bay Area,1948
10789,G06005502012004,Bay Area,1638
10790,G06005502013001,Bay Area,1352
10791,G06005502013002,Bay Area,1095
10792,G06005502013003,Bay Area,540
10793,G06005502014011,Bay Area,845
10794,G06005502014012,Bay Area,1331
10795,G06005502014013,Bay Area,848
10796,G06005502014021,Bay Area,891
10797,G06005502014022,Bay Area,666
10798,G06005502014023,Bay Area,1360
10799,G06005502014031,Bay Area,355
10800,G06005502014032,Bay Area,383
10801,G06005502015001,Bay Area,1053
10802,G06005502015002,Bay Area,793
10803,G06005502016011,Bay Area,1355
10804,G06005502016012,Bay Area,1428
10805,G06005502016021,Bay Area,891
10806,G06005502016022,Bay Area,664
10807,G06005502016023,Bay Area,522
10808,G06005502016024,Bay Area,1241
10809,G06005502017001,Bay Area,803
10810,G06005502017002,Bay Area,2063
10811,G06005502017003,Bay Area,824
10812,G06005502017004,Bay Area,754
10813,G06005502017005,Bay Area,506
10814,G06005502017006,Bay Area,338
10815,G06005502018001,Bay Area,872
10816,G06005502018002,Bay Area,865
10817,G06005502019001,Bay Area,646
10818,G06005502019002,Bay Area,767
10819,G06005502020001,Bay Area,1263
10820,G06005502020002,Bay Area,568
10821,G06005502020003,Bay Area,1976
10822,G06005502020004,Bay Area,1464
10823,G06005700001021,Sierra Nevada,1609
10824,G06005700001022,Sierra Nevada,1767
10825,G06005700001023,Sierra Nevada,2214
10826,G06005700001024,Sierra Nevada,1450
10827,G06005700001031,Sierra Nevada,1229
10828,G06005700001032,Sierra Nevada,1457
10829,G06005700001033,Sierra Nevada,661
10830,G06005700001034,Sierra Nevada,636
10831,G06005700001035,Sierra Nevada,1518
10832,G06005700001036,Sierra Nevada,997
10833,G06005700001037,Sierra Nevada,1289
10834,G06005700001041,Sierra Nevada,809
10835,G06005700001042,Sierra Nevada,1272
10836,G06005700001043,Sierra Nevada,1068
10837,G06005700001051,Sierra Nevada,1136
10838,G06005700001052,Sierra Nevada,736
10839,G06005700001053,Sierra Nevada,1271
10840,G06005700002001,Central Valley,1011
10841,G06005700002002,Central Valley,1657
10842,G06005700003001,Sierra Nevada,794
10843,G06005700003002,Sierra Nevada,1872
10844,G06005700004011,Sierra Nevada,551
10845,G06005700004012,Sierra Nevada,1302
10846,G06005700004013,Sierra Nevada,2472
10847,G06005700004014,Sierra Nevada,1458
10848,G06005700004021,Sierra Nevada,1301
10849,G06005700004022,Central Valley,1571
10850,G06005700004023,Sierra Nevada,1920
10851,G06005700004024,Central Valley,814
10852,G06005700005011,Sierra Nevada,979
10853,G06005700005012,Sierra Nevada,1933
10854,G06005700005013,Sierra Nevada,1024
10855,G06005700005014,Sierra Nevada,979
10856,G06005700005015,Sierra Nevada,600
10857,G06005700005021,Sierra Nevada,887
10858,G06005700005022,Sierra Nevada,1273
10859,G06005700005023,Sierra Nevada,1631
10860,G06005700005024,Sierra Nevada,1168
10861,G06005700006001,Sierra Nevada,2068
10862,G06005700006002,Sierra Nevada,971
10863,G06005700006003,Sierra Nevada,2003
10864,G06005700006004,Sierra Nevada,674
10865,G06005700006005,Sierra Nevada,1227
10866,G06005700007011,Sierra Nevada,785
10867,G06005700007012,Sierra Nevada,1862
10868,G06005700007013,Sierra Nevada,1034
10869,G06005700007014,Sierra Nevada,898
10870,G06005700007015,Sierra Nevada,1374
10871,G06005700007016,Sierra Nevada,1381
10872,G06005700007021,Sierra Nevada,2039
10873,G06005700007022,Sierra Nevada,1897
10874,G06005700008011,Sierra Nevada,2060
10875,G06005700008012,Sierra Nevada,1582
10876,G06005700008013,Sierra Nevada,1808
10877,G06005700008021,Sierra Nevada,1253
10878,G06005700008022,Sierra Nevada,2181
10879,G06005700008023,Sierra Nevada,695
10880,G06005700008024,Sierra Nevada,2725
10881,G06005700009001,Central Valley,1190
10882,G06005700009002,Central Valley,2182
10883,G06005700009003,Sierra Nevada,382
10884,G06005700012031,Sierra Nevada,793
10885,G06005700012032,Sierra Nevada,896
10886,G06005700012033,Sierra Nevada,849
10887,G06005700012041,Sierra Nevada,843
10888,G06005700012042,Sierra Nevada,885
10889,G06005700012043,Sierra Nevada,545
10890,G06005700012051,Sierra Nevada,1967
10891,G06005700012052,Sierra Nevada,2707
10892,G06005700012053,Sierra Nevada,509
10893,G06005700012061,Sierra Nevada,846
10894,G06005700012062,Sierra Nevada,486
10895,G06005700012063,Sierra Nevada,2250
10896,G06005700012064,Sierra Nevada,655
10897,G06005700012065,Sierra Nevada,2426
10898,G06005900011011,Los Angeles,1546
10899,G06005900011012,Los Angeles,1173
10900,G06005900011013,Los Angeles,1564
10901,G06005900011014,Los Angeles,748
10902,G06005900011021,Los Angeles,983
10903,G06005900011022,Los Angeles,955
10904,G06005900011023,Los Angeles,1299
10905,G06005900011031,Southern California,1415
10906,G06005900011032,Southern California,1829
10907,G06005900011033,Southern California,1350
10908,G06005900012011,Southern California,1543
10909,G06005900012012,Southern California,2024
10910,G06005900012013,Southern California,2027
10911,G06005900012021,Southern California,1329
10912,G06005900012022,Southern California,883
10913,G06005900012023,Southern California,1450
10914,G06005900013011,Southern California,1562
10915,G06005900013012,Los Angeles,1180
10916,G06005900013013,Los Angeles,901
10917,G06005900013014,Southern California,1179
10918,G06005900013015,Southern California,1697
10919,G06005900013031,Southern California,2130
10920,G06005900013032,Southern California,2143
10921,G06005900013033,Southern California,1611
10922,G06005900013041,Southern California,1103
10923,G06005900013042,Southern California,2879
10924,G06005900014011,Los Angeles,1671
10925,G06005900014012,Los Angeles,825
10926,G06005900014013,Los Angeles,960
10927,G06005900014014,Southern California,1039
10928,G06005900014021,Southern California,3570
10929,G06005900014022,Los Angeles,1453
10930,G06005900014031,Los Angeles,1364
10931,G06005900014032,Southern California,1659
10932,G06005900014041,Southern California,1677
10933,G06005900014042,Southern California,787
10934,G06005900014043,Southern California,1470
10935,G06005900015011,Southern California,1914
10936,G06005900015012,Southern California,2385
10937,G06005900015013,Los Angeles,1493
10938,G06005900015031,Southern California,1761
10939,G06005900015032,Southern California,1001
10940,G06005900015033,Southern California,1241
10941,G06005900015034,Southern California,1046
10942,G06005900015041,Southern California,1414
10943,G06005900015042,Southern California,1381
10944,G06005900015043,Southern California,620
10945,G06005900015044,Southern California,1429
10946,G06005900015051,Southern California,1108
10947,G06005900015052,Southern California,2711
10948,G06005900015053,Southern California,1974
10949,G06005900015054,Southern California,1138
10950,G06005900015061,Los Angeles,2070
10951,G06005900015062,Los Angeles,2216
10952,G06005900015071,Southern California,2225
10953,G06005900015072,Southern California,855
10954,G06005900015073,Southern California,1665
10955,G06005900016011,Southern California,1483
