,GISJOIN,REGION,POP
10956,G06005900016012,Southern California,823
10957,G06005900016013,Southern California,780
10958,G06005900016014,Southern California,841
10959,G06005900016015,Southern California,2639
10960,G06005900016016,Southern California,1420
10961,G06005900016021,Southern California,843
10962,G06005900016022,Southern California,1310
10963,G06005900016023,Southern California,898
10964,G06005900016024,Southern California,1108
10965,G06005900016025,Southern California,765
10966,G06005900017041,Southern California,4628
10967,G06005900017042,Southern California,1016
10968,G06005900017043,Southern California,2612
10969,G06005900017051,Southern California,2157
10970,G06005900017052,Southern California,900
10971,G06005900017053,Southern California,945
10972,G06005900017061,Southern California,1093
10973,G06005900017062,Southern California,795
10974,G06005900017063,Southern California,808
10975,G06005900017064,Southern California,952
10976,G06005900017071,Los Angeles,2889
10977,G06005900017072,Los Angeles,1653
10978,G06005900017073,Southern California,1234
10979,G06005900017074,Southern California,1515
10980,G06005900017081,Southern California,1212
10981,G06005900017082,Southern California,875
10982,G06005900017083,Southern California,1532
10983,G06005900018011,Southern California,2162
10984,G06005900018012,Southern California,1137
10985,G06005900018013,Southern California,790
10986,G06005900018014,Southern California,1421
10987,G06005900018021,Southern California,1979
10988,G06005900018022,Southern California,1737
10989,G06005900018023,Southern California,1671
10990,G06005900018024,Southern California,727
10991,G06005900018025,Southern California,1709
10992,G06005900019011,Southern California,1174
10993,G06005900019012,Southern California,1378
10994,G06005900019021,Southern California,1992
10995,G06005900019022,Southern California,1221
10996,G06005900019031,Southern California,1800
10997,G06005900019032,Southern California,1913
10998,G06005900110001,Southern California,467
10999,G06005900110002,Southern California,879
11000,G06005900110003,Southern California,626
11001,G06005900110004,Southern California,1798
11002,G06005900110005,Southern California,758
11003,G06005900110006,Southern California,1549
11004,G06005900111011,Southern California,2653
11005,G06005900111012,Southern California,1538
11006,G06005900111021,Southern California,1036
11007,G06005900111022,Southern California,1143
11008,G06005900111023,Southern California,1955
11009,G06005900112001,Southern California,1001
11010,G06005900112002,Southern California,742
11011,G06005900112003,Southern California,741
11012,G06005900112004,Southern California,1890
11013,G06005900113001,Southern California,2556
11014,G06005900113002,Southern California,1009
11015,G06005900113003,Southern California,1588
11016,G06005900114011,Southern California,1052
11017,G06005900114012,Southern California,1167
11018,G06005900114021,Southern California,1174
11019,G06005900114022,Southern California,1434
11020,G06005900114031,Southern California,645
11021,G06005900114032,Southern California,1323
11022,G06005900114033,Southern California,1804
11023,G06005900114034,Southern California,803
11024,G06005900114035,Southern California,2079
11025,G06005900115021,Southern California,807
11026,G06005900115022,Southern California,1700
11027,G06005900115023,Southern California,1978
11028,G06005900115031,Southern California,1006
11029,G06005900115032,Southern California,833
11030,G06005900115041,Southern California,1038
11031,G06005900115042,Southern California,1388
11032,G06005900115043,Southern California,908
11033,G06005900115044,Southern California,1215
11034,G06005900115045,Southern California,1367
11035,G06005900116011,Southern California,1292
11036,G06005900116012,Southern California,1415
11037,G06005900116013,Southern California,805
11038,G06005900116014,Southern California,1293
11039,G06005900116015,Southern California,1446
11040,G06005900116016,Southern California,2179
11041,G06005900116021,Southern California,2516
11042,G06005900116022,Southern California,2097
11043,G06005900116023,Southern California,701
11044,G06005900117071,Southern California,3055
11045,G06005900117072,Southern California,1123
11046,G06005900117073,Southern California,1733
11047,G06005900117081,Southern California,2355
11048,G06005900117082,Southern California,1197
11049,G06005900117083,Southern California,1014
11050,G06005900117091,Southern California,1464
11051,G06005900117092,Southern California,1293
11052,G06005900117093,Southern California,1853
11053,G06005900117101,Southern California,1234
11054,G06005900117102,Southern California,2221
11055,G06005900117111,Southern California,1325
11056,G06005900117112,Southern California,1933
11057,G06005900117113,Southern California,1075
11058,G06005900117114,Southern California,1215
11059,G06005900117115,Southern California,2330
11060,G06005900117121,Southern California,1403
11061,G06005900117122,Southern California,1549
11062,G06005900117123,Southern California,1782
11063,G06005900117141,Southern California,898
11064,G06005900117151,Southern California,2110
11065,G06005900117152,Southern California,2848
11066,G06005900117153,Southern California,1479
11067,G06005900117161,Southern California,1859
11068,G06005900117162,Southern California,3364
11069,G06005900117171,Southern California,1892
11070,G06005900117172,Southern California,788
11071,G06005900117181,Southern California,1656
11072,G06005900117182,Southern California,1802
11073,G06005900117201,Southern California,2316
11074,G06005900117202,Southern California,2887
11075,G06005900117203,Southern California,1370
11076,G06005900117211,Southern California,1349
11077,G06005900117212,Southern California,1845
11078,G06005900117213,Southern California,2170
11079,G06005900117221,Southern California,762
11080,G06005900117222,Southern California,687
11081,G06005900117223,Southern California,810
11082,G06005900218021,Southern California,1279
11083,G06005900218022,Southern California,824
11084,G06005900218023,Southern California,1354
11085,G06005900218024,Southern California,1232
11086,G06005900218025,Southern California,2292
11087,G06005900218071,Southern California,1937
11088,G06005900218072,Southern California,2501
11089,G06005900218091,Southern California,1867
11090,G06005900218092,Southern California,1321
11091,G06005900218101,Southern California,1045
11092,G06005900218102,Southern California,1551
11093,G06005900218103,Southern California,974
11094,G06005900218121,Southern California,1371
11095,G06005900218122,Southern California,2708
11096,G06005900218123,Southern California,993
11097,G06005900218124,Southern California,1463
11098,G06005900218131,Southern California,4
11099,G06005900218141,Southern California,2308
11100,G06005900218142,Southern California,2468
11101,G06005900218143,Southern California,943
11102,G06005900218144,Southern California,1473
11103,G06005900218151,Los Angeles,4763
11104,G06005900218152,Southern California,872
11105,G06005900218153,Southern California,5956
11106,G06005900218161,Southern California,1360
11107,G06005900218162,Southern California,1793
11108,G06005900218163,Southern California,1813
11109,G06005900218171,Southern California,2727
11110,G06005900218172,Southern California,1121
11111,G06005900218201,Southern California,1169
11112,G06005900218202,Southern California,3090
11113,G06005900218211,Southern California,2675
11114,G06005900218212,Southern California,3122
11115,G06005900218213,Southern California,1975
11116,G06005900218221,Southern California,1048
11117,G06005900218222,Southern California,4649
11118,G06005900218223,Southern California,2035
11119,G06005900218224,Southern California,1811
11120,G06005900218231,Southern California,4238
11121,G06005900218241,Southern California,1259
11122,G06005900218242,Southern California,1523
11123,G06005900218251,Southern California,1533
11124,G06005900218252,Southern California,1407
11125,G06005900218261,Southern California,1840
11126,G06005900218262,Southern California,966
11127,G06005900218271,Southern California,1359
11128,G06005900218272,Southern California,1705
11129,G06005900218281,Southern California,1215
11130,G06005900218282,Southern California,1178
11131,G06005900218283,Southern California,1753
11132,G06005900218291,Southern California,1860
11133,G06005900218292,Southern California,1544
11134,G06005900218293,Southern California,1874
11135,G06005900218301,Southern California,1273
11136,G06005900218302,Southern California,1245
11137,G06005900218303,Southern California,2023
11138,G06005900218304,Southern California,1402
11139,G06005900219031,Southern California,1353
11140,G06005900219032,Southern California,1210
11141,G06005900219033,Southern California,1262
11142,G06005900219051,Southern California,1789
11143,G06005900219052,Southern California,2185
11144,G06005900219053,Southern California,1171
11145,G06005900219121,Southern California,1812
11146,G06005900219122,Southern California,1403
11147,G06005900219123,Southern California,1150
11148,G06005900219131,Southern California,536
11149,G06005900219132,Southern California,1497
11150,G06005900219133,Southern California,1821
11151,G06005900219134,Southern California,3581
11152,G06005900219141,Southern California,2813
11153,G06005900219142,Southern California,1493
11154,G06005900219151,Southern California,1627
11155,G06005900219152,Southern California,2370
11156,G06005900219161,Southern California,1642
11157,G06005900219162,Southern California,1666
11158,G06005900219171,Southern California,1404
11159,G06005900219172,Southern California,791
11160,G06005900219173,Southern California,1026
11161,G06005900219181,Southern California,1557
11162,G06005900219182,Southern California,2263
11163,G06005900219183,Southern California,890
11164,G06005900219191,Southern California,1294
11165,G06005900219192,Southern California,1531
11166,G06005900219201,Southern California,569
11167,G06005900219202,Southern California,1199
11168,G06005900219203,Southern California,1422
11169,G06005900219204,Southern California,3851
11170,G06005900219211,Southern California,1237
11171,G06005900219212,Southern California,2980
11172,G06005900219221,Southern California,2069
11173,G06005900219222,Southern California,675
11174,G06005900219223,Southern California,925
11175,G06005900219224,Southern California,1172
11176,G06005900219231,Southern California,3159
11177,G06005900219232,Southern California,1789
11178,G06005900219233,Southern California,1276
11179,G06005900219234,Southern California,917
11180,G06005900219241,Southern California,0
11181,G06005900219242,Southern California,1641
11182,G06005900219243,Southern California,2673
11183,G06005900320021,Southern California,892
11184,G06005900320022,Southern California,2007
11185,G06005900320023,Southern California,2458
11186,G06005900320024,Southern California,1476
11187,G06005900320031,Southern California,1831
11188,G06005900320032,Southern California,1573
11189,G06005900320033,Southern California,1420
11190,G06005900320111,Southern California,798
11191,G06005900320112,Southern California,841
11192,G06005900320121,Southern California,1546
11193,G06005900320122,Southern California,1871
11194,G06005900320123,Southern California,687
11195,G06005900320131,Southern California,1796
11196,G06005900320132,Southern California,1213
11197,G06005900320133,Southern California,2266
11198,G06005900320141,Southern California,2906
11199,G06005900320142,Southern California,3491
11200,G06005900320151,Southern California,1755
11201,G06005900320152,Southern California,1690
11202,G06005900320153,Southern California,1138
11203,G06005900320154,Southern California,2096
11204,G06005900320201,Southern California,1975
11205,G06005900320202,Southern California,2597
11206,G06005900320203,Southern California,1318
11207,G06005900320221,Southern California,3202
11208,G06005900320222,Southern California,1559
11209,G06005900320223,Southern California,2031
11210,G06005900320231,Southern California,9003
11211,G06005900320232,Southern California,3175
11212,G06005900320233,Southern California,3161
11213,G06005900320271,Southern California,3840
11214,G06005900320272,Southern California,2743
11215,G06005900320281,Southern California,1302
11216,G06005900320282,Southern California,1945
11217,G06005900320291,Southern California,1164
11218,G06005900320292,Southern California,1656
11219,G06005900320293,Southern California,1477
11220,G06005900320301,Southern California,1791
11221,G06005900320302,Southern California,2180
11222,G06005900320311,Southern California,1667
11223,G06005900320312,Southern California,1974
11224,G06005900320321,Southern California,1090
11225,G06005900320322,Southern California,1975
11226,G06005900320331,Southern California,1792
11227,G06005900320332,Southern California,942
11228,G06005900320333,Southern California,889
11229,G06005900320341,Southern California,1581
11230,G06005900320342,Southern California,3124
11231,G06005900320343,Southern California,1081
11232,G06005900320351,Southern California,1611
11233,G06005900320352,Southern California,850
11234,G06005900320361,Southern California,1127
11235,G06005900320362,Southern California,2547
11236,G06005900320371,Southern California,1743
11237,G06005900320372,Southern California,1963
11238,G06005900320373,Southern California,1176
11239,G06005900320381,Southern California,3126
11240,G06005900320382,Southern California,750
11241,G06005900320383,Southern California,2485
11242,G06005900320391,Southern California,1109
11243,G06005900320392,Southern California,2305
11244,G06005900320393,Southern California,1962
11245,G06005900320394,Southern California,1386
11246,G06005900320401,Southern California,1450
11247,G06005900320402,Southern California,1170
11248,G06005900320411,Southern California,1011
11249,G06005900320421,Southern California,2758
11250,G06005900320422,Southern California,1067
11251,G06005900320423,Southern California,1530
11252,G06005900320431,Southern California,2285
11253,G06005900320432,Southern California,1451
11254,G06005900320441,Southern California,1658
11255,G06005900320442,Southern California,1296
11256,G06005900320443,Southern California,964
11257,G06005900320444,Southern California,1782
11258,G06005900320451,Southern California,1564
11259,G06005900320452,Southern California,1788
11260,G06005900320461,Southern California,902
11261,G06005900320462,Southern California,1175
11262,G06005900320463,Southern California,2465
11263,G06005900320464,Southern California,1462
11264,G06005900320471,Southern California,987
11265,G06005900320472,Southern California,1216
11266,G06005900320473,Southern California,833
11267,G06005900320474,Southern California,1498
11268,G06005900320481,Southern California,964
11269,G06005900320482,Southern California,1548
