OID_,GISJOIN,REGION
10293,G06004500114004,Northern California
10294,G06004500114005,Northern California
10295,G06004500114006,Northern California
10296,G06004500115001,Northern California
10297,G06004500115002,Northern California
10298,G06004500115003,Northern California
10299,G06004500115004,Northern California
10300,G06004500115005,Northern California
10301,G06004500116001,Northern California
10302,G06004500116002,Northern California
10303,G06004500116003,Northern California
10304,G06004500116004,Northern California
10305,G06004500117001,Northern California
10306,G06004500117002,Northern California
10307,G06004500117003,Northern California
10308,G06004500117004,Northern California
10309,G06004500117005,Northern California
10310,G06004500118001,Bay Area
10311,G06004500118002,Northern California
10312,G06004700002011,Central Valley
10313,G06004700002012,Central Valley
10314,G06004700002021,Central Valley
10315,G06004700002031,Central Valley
10316,G06004700002032,Central Valley
10317,G06004700002033,Central Valley
10318,G06004700002034,Central Valley
10319,G06004700002035,Central Valley
10320,G06004700003011,Central Valley
10321,G06004700003012,Central Valley
10322,G06004700003013,Central Valley
10323,G06004700003031,Central Valley
10324,G06004700003032,Central Valley
10325,G06004700003041,Central Valley
10326,G06004700003042,Central Valley
10327,G06004700003043,Central Valley
10328,G06004700003044,Central Valley
10329,G06004700003045,Central Valley
10330,G06004700004011,Central Valley
10331,G06004700004021,Central Valley
10332,G06004700004022,Central Valley
10333,G06004700004023,Central Valley
10334,G06004700004024,Central Valley
10335,G06004700005031,Central Valley
10336,G06004700005041,Central Valley
10337,G06004700005042,Central Valley
10338,G06004700005043,Central Valley
10339,G06004700005051,Central Valley
10340,G06004700005052,Central Valley
10341,G06004700005053,Central Valley
10342,G06004700006011,Central Valley
10343,G06004700006012,Central Valley
10344,G06004700006013,Central Valley
10345,G06004700006014,Central Valley
10346,G06004700006021,Central Valley
10347,G06004700006022,Central Valley
10348,G06004700006031,Central Valley
10349,G06004700006032,Central Valley
10350,G06004700006033,Central Valley
10351,G06004700006034,Central Valley
10352,G06004700006035,Central Valley
10353,G06004700007011,Central Valley
10354,G06004700007012,Central Valley
10355,G06004700007021,Central Valley
10356,G06004700007022,Central Valley
10357,G06004700007023,Central Valley
10358,G06004700008011,Central Valley
10359,G06004700008012,Central Valley
10360,G06004700008021,Central Valley
10361,G06004700008022,Central Valley
10362,G06004700009011,Central Valley
10363,G06004700009012,Central Valley
10364,G06004700009013,Central Valley
10365,G06004700009021,Central Valley
10366,G06004700009022,Central Valley
10367,G06004700009023,Central Valley
10368,G06004700009024,Central Valley
10369,G06004700010021,Central Valley
10370,G06004700010022,Central Valley
10371,G06004700010023,Central Valley
10372,G06004700010024,Central Valley
10373,G06004700010031,Central Valley
10374,G06004700010032,Central Valley
10375,G06004700010033,Central Valley
10376,G06004700010041,Central Valley
10377,G06004700010042,Central Valley
10378,G06004700010043,Central Valley
10379,G06004700010051,Central Valley
10380,G06004700011011,Central Valley
10381,G06004700011012,Central Valley
10382,G06004700011013,Central Valley
10383,G06004700011014,Central Valley
10384,G06004700012001,Central Valley
10385,G06004700012002,Central Valley
10386,G06004700012003,Central Valley
10387,G06004700012004,Central Valley
10388,G06004700013011,Central Valley
10389,G06004700013012,Central Valley
10390,G06004700013013,Central Valley
10391,G06004700013021,Central Valley
10392,G06004700013022,Central Valley
10393,G06004700013023,Central Valley
10394,G06004700014011,Central Valley
10395,G06004700014012,Central Valley
10396,G06004700014021,Central Valley
10397,G06004700014022,Central Valley
10398,G06004700014023,Central Valley
10399,G06004700014024,Central Valley
10400,G06004700015011,Central Valley
10401,G06004700015021,Central Valley
10402,G06004700015022,Central Valley
10403,G06004700015031,Central Valley
10404,G06004700015032,Central Valley
10405,G06004700015033,Central Valley
10406,G06004700016011,Central Valley
10407,G06004700016012,Central Valley
10408,G06004700016013,Central Valley
10409,G06004700016021,Central Valley
10410,G06004700016022,Central Valley
10411,G06004700017001,Central Valley
10412,G06004700017002,Central Valley
10413,G06004700017003,Central Valley
10414,G06004700018011,Central Valley
10415,G06004700019011,Central Valley
10416,G06004700019012,Central Valley
10417,G06004700019013,Central Valley
10418,G06004700019014,Central Valley
10419,G06004700019021,Central Valley
10420,G06004700019022,Central Valley
10421,G06004700020001,Central Valley
10422,G06004700020002,Central Valley
10423,G06004700020003,Central Valley
10424,G06004700020004,Central Valley
10425,G06004700020005,Central Valley
10426,G06004700020006,Central Valley
10427,G06004700021001,Bay Area
10428,G06004700021002,Central Valley
10429,G06004700021003,Central Valley
10430,G06004700022011,Central Valley
10431,G06004700022012,Central Valley
10432,G06004700022013,Central Valley
10433,G06004700022014,Central Valley
10434,G06004700022015,Central Valley
10435,G06004700022021,Central Valley
10436,G06004700022022,Central Valley
10437,G06004700022023,Central Valley
10438,G06004700022024,Central Valley
10439,G06004700022025,Central Valley
10440,G06004700023011,Central Valley
10441,G06004700023012,Central Valley
10442,G06004700023013,Central Valley
10443,G06004700023021,Central Valley
10444,G06004700023022,Central Valley
10445,G06004700023023,Central Valley
10446,G06004700023024,Central Valley
10447,G06004700024011,Central Valley
10448,G06004700024021,Central Valley
10449,G06004700024022,Central Valley
10450,G06004700024023,Central Valley
10451,G06004700024024,Central Valley
10452,G06004700025001,Central Valley
10453,G06004700025002,Central Valley
10454,G06004700026001,Central Valley
10455,G06004700026002,Central Valley
10456,G06004900001001,Northern California
10457,G06004900001002,Northern California
10458,G06004900001003,Northern California
10459,G06004900001004,Northern California
10460,G06004900001005,Northern California
10461,G06004900002001,Northern California
10462,G06004900002002,Northern California
10463,G06004900003001,Northern California
10464,G06004900003002,Northern California
10465,G06004900003003,Northern California
10466,G06004900004001,Northern California
10467,G06004900004002,Northern California
10468,G06005100001011,Sierra Nevada
10469,G06005100001012,Sierra Nevada
10470,G06005100001013,Sierra Nevada
10471,G06005100001014,Central Valley
10472,G06005100001021,Sierra Nevada
10473,G06005100001022,Sierra Nevada
10474,G06005100001023,Sierra Nevada
10475,G06005100001024,Sierra Nevada
10476,G06005100002001,Sierra Nevada
10477,G06005100002002,Sierra Nevada
10478,G06005100002003,Sierra Nevada
10479,G06005100002004,Sierra Nevada
10480,G06005100002005,Sierra Nevada
10481,G06005100002006,Sierra Nevada
10482,G06005100002007,Sierra Nevada
10483,G06005100002008,Central Valley
10484,G06005100002009,Sierra Nevada
10485,G06005300001011,Central Coast
10486,G06005300001012,Central Coast
10487,G06005300001021,Central Coast
10488,G06005300001022,Central Coast
10489,G06005300001023,Central Coast
10490,G06005300001031,Central Coast
10491,G06005300001032,Central Coast
10492,G06005300001041,Central Coast
10493,G06005300001042,Central Coast
10494,G06005300002001,Central Coast
10495,G06005300002002,Central Coast
10496,G06005300002003,Central Coast
10497,G06005300002004,Central Coast
10498,G06005300003001,Central Coast
10499,G06005300003002,Central Coast
10500,G06005300004001,Central Coast
10501,G06005300004002,Central Coast
10502,G06005300004003,Central Coast
10503,G06005300005011,Central Coast
10504,G06005300005012,Central Coast
10505,G06005300005021,Central Coast
10506,G06005300005022,Central Coast
10507,G06005300006001,Central Coast
10508,G06005300006002,Central Coast
10509,G06005300006003,Central Coast
10510,G06005300006004,Central Coast
10511,G06005300007011,Central Coast
10512,G06005300007012,Central Coast
10513,G06005300007013,Central Coast
10514,G06005300007021,Central Coast
10515,G06005300007022,Central Coast
10516,G06005300007023,Central Coast
10517,G06005300008001,Central Coast
10518,G06005300008002,Central Coast
10519,G06005300008003,Central Coast
10520,G06005300009001,Central Coast
10521,G06005300009002,Central Coast
10522,G06005300009003,Central Coast
10523,G06005300012001,Central Coast
10524,G06005300012002,Central Coast
10525,G06005300013001,Central Coast
10526,G06005300014001,Central Coast
10527,G06005300014002,Central Coast
10528,G06005300015001,Central Coast
10529,G06005300015002,Central Coast
10530,G06005300015003,Central Coast
10531,G06005300016001,Central Coast
10532,G06005300016002,Central Coast
10533,G06005300017001,Central Coast
10534,G06005300017002,Central Coast
10535,G06005300018011,Central Coast
10536,G06005300018012,Central Coast
10537,G06005300018021,Central Coast
10538,G06005300018022,Central Coast
10539,G06005300018023,Central Coast
10540,G06005300101011,Central Coast
10541,G06005300101012,Central Coast
10542,G06005300101021,Central Coast
10543,G06005300101022,Central Coast
10544,G06005300102021,Central Coast
10545,G06005300102022,Central Coast
10546,G06005300102023,Central Coast
10547,G06005300103051,Central Coast
10548,G06005300103052,Central Coast
10549,G06005300103053,Central Coast
10550,G06005300103061,Central Coast
10551,G06005300104001,Central Coast
10552,G06005300104002,Central Coast
10553,G06005300104003,Central Coast
10554,G06005300104004,Central Coast
10555,G06005300105011,Central Coast
10556,G06005300105012,Central Coast
10557,G06005300105013,Central Coast
10558,G06005300105014,Central Coast
10559,G06005300105041,Central Coast
10560,G06005300105042,Central Coast
10561,G06005300105051,Central Coast
10562,G06005300105052,Central Coast
10563,G06005300105061,Central Coast
10564,G06005300105062,Central Coast
10565,G06005300106031,Central Coast
10566,G06005300106032,Central Coast
10567,G06005300106041,Central Coast
10568,G06005300106042,Central Coast
10569,G06005300106051,Central Coast
10570,G06005300106061,Central Coast
10571,G06005300106062,Central Coast
10572,G06005300106071,Central Coast
10573,G06005300106072,Central Coast
10574,G06005300106081,Central Coast
10575,G06005300106082,Central Coast
10576,G06005300106083,Central Coast
10577,G06005300107011,Central Coast
10578,G06005300107012,Central Coast
10579,G06005300107013,Central Coast
10580,G06005300107014,Central Coast
10581,G06005300107021,Central Coast
10582,G06005300107022,Central Coast
10583,G06005300108041,Central Coast
10584,G06005300108042,Central Coast
10585,G06005300108043,Central Coast
10586,G06005300109001,Central Coast
10587,G06005300110001,Central Coast
10588,G06005300110002,Central Coast
10589,G06005300110003,Central Coast
10590,G06005300110004,Central Coast
10591,G06005300110005,Central Coast
10592,G06005300111011,Central Coast
10593,G06005300111012,Central Coast
10594,G06005300111013,Central Coast
10595,G06005300111021,Central Coast
10596,G06005300111022,Central Coast
10597,G06005300111023,Central Coast
10598,G06005300112021,Central Coast
10599,G06005300112022,Central Coast
10600,G06005300112023,Central Coast
10601,G06005300112031,Central Coast
10602,G06005300112032,Central Coast
10603,G06005300112033,Central Coast
10604,G06005300112041,Central Coast
10605,G06005300112042,Central Coast
10606,G06005300113021,Central Coast
10607,G06005300113022,Central Coast
10608,G06005300113023,Central Coast
10609,G06005300113031,Central Coast
10610,G06005300113032,Central Coast
10611,G06005300113041,Central Coast
10612,G06005300113042,Central Coast
10613,G06005300113043,Central Coast
10614,G06005300114001,Central Coast
10615,G06005300114002,Central Coast
10616,G06005300115021,Central Coast
10617,G06005300116021,Central Coast
10618,G06005300116022,Central Coast
10619,G06005300116023,Central Coast
10620,G06005300116024,Central Coast
10621,G06005300116041,Central Coast
10622,G06005300117001,Central Coast
10623,G06005300117002,Central Coast
10624,G06005300117003,Central Coast
10625,G06005300118011,Central Coast
10626,G06005300118012,Central Coast
10627,G06005300118021,Central Coast
10628,G06005300118022,Central Coast
10629,G06005300119001,Central Coast
10630,G06005300119002,Central Coast
10631,G06005300119003,Central Coast
10632,G06005300119004,Central Coast
10633,G06005300120001,Central Coast
10634,G06005300120002,Central Coast
10635,G06005300121001,Central Coast
10636,G06005300121002,Central Coast
10637,G06005300122001,Central Coast
10638,G06005300122002,Central Coast
10639,G06005300123021,Central Coast
10640,G06005300124011,Central Coast
10641,G06005300124012,Central Coast
10642,G06005300124021,Central Coast
10643,G06005300124022,Central Coast
10644,G06005300124023,Central Coast
10645,G06005300125021,Central Coast
10646,G06005300125022,Central Coast
10647,G06005300125023,Central Coast
10648,G06005300125024,Central Coast
10649,G06005300125025,Central Coast
10650,G06005300126001,Central Coast
10651,G06005300127001,Central Coast
10652,G06005300127002,Central Coast
10653,G06005300127003,Central Coast
10654,G06005300127004,Central Coast
10655,G06005300128001,Central Coast
10656,G06005300128002,Central Coast
10657,G06005300128003,Central Coast
10658,G06005300128004,Central Coast
10659,G06005300128005,Central Coast
10660,G06005300130001,Central Coast
10661,G06005300130002,Central Coast
10662,G06005300130003,Central Coast
10663,G06005300131001,Central Coast
10664,G06005300132001,Central Coast
10665,G06005300132002,Central Coast
10666,G06005300133001,Central Coast
10667,G06005300133002,Central Coast
10668,G06005300133003,Central Coast
10669,G06005300133004,Central Coast
10670,G06005300134001,Central Coast
10671,G06005300135001,Central Coast
10672,G06005300135002,Central Coast
10673,G06005300135003,Central Coast
10674,G06005300136001,Central Coast
10675,G06005300136002,Central Coast
10676,G06005300137001,Central Coast
10677,G06005300137002,Central Coast
10678,G06005300137003,Central Coast
10679,G06005300138001,Central Coast
10680,G06005300138002,Central Coast
10681,G06005300138003,Central Coast
10682,G06005300139001,Central Coast
10683,G06005300139002,Central Coast
10684,G06005300140001,Central Coast
10685,G06005300141021,Central Coast
10686,G06005300141022,Central Coast
10687,G06005300141041,Central Coast
10688,G06005300141042,Central Coast
10689,G06005300141043,Central Coast
10690,G06005300141051,Central Coast
10691,G06005300141071,Central Coast
10692,G06005300141072,Central Coast
10693,G06005300141073,Central Coast
10694,G06005300142011,Central Coast
10695,G06005300142012,Central Coast
10696,G06005300142013,Central Coast
10697,G06005300142021,Central Coast
10698,G06005300142022,Central Coast
10699,G06005300143011,Central Coast
10700,G06005300143012,Central Coast
10701,G06005300143021,Central Coast
10702,G06005300143022,Central Coast
10703,G06005300145001,Central Coast
10704,G06005300145002,Central Coast
10705,G06005300145003,Central Coast
10706,G06005300146011,Central Coast
10707,G06005300146012,Central Coast
10708,G06005300146013,Central Coast
10709,G06005300147001,Central Coast
10710,G06005300147002,Central Coast
10711,G06005300147003,Central Coast
10712,G06005300147004,Central Coast
10713,G06005300148001,Central Coast
10714,G06005300148002,Central Coast
10715,G06005300148003,Central Coast
10716,G06005309800001,Central Coast
10717,G06005502002011,Bay Area
10718,G06005502002012,Bay Area
10719,G06005502002013,Bay Area
10720,G06005502002021,Bay Area
10721,G06005502002022,Bay Area
10722,G06005502002023,Bay Area
10723,G06005502002031,Bay Area
10724,G06005502002032,Bay Area
10725,G06005502003011,Bay Area
10726,G06005502003012,Bay Area
10727,G06005502003013,Bay Area
10728,G06005502003021,Bay Area
10729,G06005502003022,Bay Area
10730,G06005502004001,Bay Area
10731,G06005502004002,Bay Area
10732,G06005502004003,Bay Area
10733,G06005502005011,Bay Area
10734,G06005502005012,Bay Area
10735,G06005502005013,Bay Area
10736,G06005502005031,Bay Area
10737,G06005502005032,Bay Area
10738,G06005502005041,Bay Area
10739,G06005502005042,Bay Area
10740,G06005502005043,Bay Area
10741,G06005502005051,Bay Area
10742,G06005502005052,Bay Area
10743,G06005502006011,Bay Area
10744,G06005502006012,Bay Area
10745,G06005502006013,Bay Area
10746,G06005502006014,Bay Area
10747,G06005502006021,Bay Area
10748,G06005502006022,Bay Area
10749,G06005502006023,Bay Area
10750,G06005502007031,Bay Area
10751,G06005502007032,Bay Area
10752,G06005502007041,Bay Area
10753,G06005502007042,Bay Area
10754,G06005502007043,Bay Area
10755,G06005502007051,Bay Area
10756,G06005502007052,Bay Area
10757,G06005502007061,Bay Area
10758,G06005502007062,Bay Area
10759,G06005502007063,Bay Area
10760,G06005502007071,Bay Area
10761,G06005502007072,Bay Area
10762,G06005502008021,Bay Area
10763,G06005502008022,Bay Area
10764,G06005502008023,Bay Area
10765,G06005502008031,Bay Area
10766,G06005502008032,Bay Area
10767,G06005502008041,Bay Area
10768,G06005502008042,Bay Area
10769,G06005502008043,Bay Area
10770,G06005502008044,Bay Area
10771,G06005502009001,Bay Area
10772,G06005502010031,Bay Area
10773,G06005502010032,Bay Area
10774,G06005502010041,Bay Area
10775,G06005502010042,Bay Area
10776,G06005502010051,Bay Area
10777,G06005502010052,Bay Area
10778,G06005502010061,Bay Area
10779,G06005502010062,Bay Area
10780,G06005502010071,Bay Area
10781,G06005502010072,Bay Area
10782,G06005502011011,Bay Area
10783,G06005502011012,Bay Area
10784,G06005502011021,Bay Area
10785,G06005502011022,Bay Area
10786,G06005502012001,Bay Area
10787,G06005502012002,Bay Area
10788,G06005502012003,Bay Area
10789,G06005502012004,Bay Area
10790,G06005502013001,Bay Area
10791,G06005502013002,Bay Area
10792,G06005502013003,Bay Area
10793,G06005502014011,Bay Area
10794,G06005502014012,Bay Area
10795,G06005502014013,Bay Area
10796,G06005502014021,Bay Area
10797,G06005502014022,Bay Area
10798,G06005502014023,Bay Area
10799,G06005502014031,Bay Area
10800,G06005502014032,Bay Area
10801,G06005502015001,Bay Area
10802,G06005502015002,Bay Area
10803,G06005502016011,Bay Area
10804,G06005502016012,Bay Area
10805,G06005502016021,Bay Area
10806,G06005502016022,Bay Area
10807,G06005502016023,Bay Area
10808,G06005502016024,Bay Area
10809,G06005502017001,Bay Area
10810,G06005502017002,Bay Area
10811,G06005502017003,Bay Area
10812,G06005502017004,Bay Area
10813,G06005502017005,Bay Area
10814,G06005502017006,Bay Area
10815,G06005502018001,Bay Area
10816,G06005502018002,Bay Area
10817,G06005502019001,Bay Area
10818,G06005502019002,Bay Area
10819,G06005502020001,Bay Area
10820,G06005502020002,Bay Area
10821,G06005502020003,Bay Area
10822,G06005502020004,Bay Area
10823,G06005700001021,Sierra Nevada
10824,G06005700001022,Sierra Nevada
10825,G06005700001023,Sierra Nevada
10826,G06005700001024,Sierra Nevada
10827,G06005700001031,Sierra Nevada
10828,G06005700001032,Sierra Nevada
10829,G06005700001033,Sierra Nevada
10830,G06005700001034,Sierra Nevada
10831,G06005700001035,Sierra Nevada
10832,G06005700001036,Sierra Nevada
10833,G06005700001037,Sierra Nevada
10834,G06005700001041,Sierra Nevada
10835,G06005700001042,Sierra Nevada
10836,G06005700001043,Sierra Nevada
10837,G06005700001051,Sierra Nevada
10838,G06005700001052,Sierra Nevada
10839,G06005700001053,Sierra Nevada
10840,G06005700002001,Central Valley
10841,G06005700002002,Central Valley
10842,G06005700003001,Sierra Nevada
10843,G06005700003002,Sierra Nevada
10844,G06005700004011,Sierra Nevada
10845,G06005700004012,Sierra Nevada
10846,G06005700004013,Sierra Nevada
10847,G06005700004014,Sierra Nevada
10848,G06005700004021,Sierra Nevada
10849,G06005700004022,Central Valley
10850,G06005700004023,Sierra Nevada
10851,G06005700004024,Central Valley
10852,G06005700005011,Sierra Nevada
10853,G06005700005012,Sierra Nevada
10854,G06005700005013,Sierra Nevada
10855,G06005700005014,Sierra Nevada
10856,G06005700005015,Sierra Nevada
10857,G06005700005021,Sierra Nevada
10858,G06005700005022,Sierra Nevada
10859,G06005700005023,Sierra Nevada
10860,G06005700005024,Sierra Nevada
10861,G06005700006001,Sierra Nevada
10862,G06005700006002,Sierra Nevada
10863,G06005700006003,Sierra Nevada
10864,G06005700006004,Sierra Nevada
10865,G06005700006005,Sierra Nevada
10866,G06005700007011,Sierra Nevada
10867,G06005700007012,Sierra Nevada
10868,G06005700007013,Sierra Nevada
10869,G06005700007014,Sierra Nevada
10870,G06005700007015,Sierra Nevada
10871,G06005700007016,Sierra Nevada
10872,G06005700007021,Sierra Nevada
10873,G06005700007022,Sierra Nevada
10874,G06005700008011,Sierra Nevada
10875,G06005700008012,Sierra Nevada
10876,G06005700008013,Sierra Nevada
10877,G06005700008021,Sierra Nevada
10878,G06005700008022,Sierra Nevada
10879,G06005700008023,Sierra Nevada
10880,G06005700008024,Sierra Nevada
10881,G06005700009001,Central Valley
10882,G06005700009002,Central Valley
10883,G06005700009003,Sierra Nevada
10884,G06005700012031,Sierra Nevada
10885,G06005700012032,Sierra Nevada
10886,G06005700012033,Sierra Nevada
10887,G06005700012041,Sierra Nevada
10888,G06005700012042,Sierra Nevada
10889,G06005700012043,Sierra Nevada
10890,G06005700012051,Sierra Nevada
10891,G06005700012052,Sierra Nevada
10892,G06005700012053,Sierra Nevada
10893,G06005700012061,Sierra Nevada
10894,G06005700012062,Sierra Nevada
10895,G06005700012063,Sierra Nevada
10896,G06005700012064,Sierra Nevada
10897,G06005700012065,Sierra Nevada
10898,G06005900011011,Los Angeles
10899,G06005900011012,Los Angeles
10900,G06005900011013,Los Angeles
10901,G06005900011014,Los Angeles
10902,G06005900011021,Los Angeles
10903,G06005900011022,Los Angeles
10904,G06005900011023,Los Angeles
10905,G06005900011031,Southern California
10906,G06005900011032,Southern California
10907,G06005900011033,Southern California
10908,G06005900012011,Southern California
10909,G06005900012012,Southern California
10910,G06005900012013,Southern California
10911,G06005900012021,Southern California
10912,G06005900012022,Southern California
10913,G06005900012023,Southern California
10914,G06005900013011,Southern California
10915,G06005900013012,Los Angeles
10916,G06005900013013,Los Angeles
10917,G06005900013014,Southern California
10918,G06005900013015,Southern California
10919,G06005900013031,Southern California
10920,G06005900013032,Southern California
10921,G06005900013033,Southern California
10922,G06005900013041,Southern California
10923,G06005900013042,Southern California
10924,G06005900014011,Los Angeles
10925,G06005900014012,Los Angeles
10926,G06005900014013,Los Angeles
10927,G06005900014014,Southern California
10928,G06005900014021,Southern California
10929,G06005900014022,Los Angeles
10930,G06005900014031,Los Angeles
10931,G06005900014032,Southern California
10932,G06005900014041,Southern California
10933,G06005900014042,Southern California
10934,G06005900014043,Southern California
10935,G06005900015011,Southern California
10936,G06005900015012,Southern California
10937,G06005900015013,Los Angeles
10938,G06005900015031,Southern California
10939,G06005900015032,Southern California
10940,G06005900015033,Southern California
10941,G06005900015034,Southern California
10942,G06005900015041,Southern California
10943,G06005900015042,Southern California
10944,G06005900015043,Southern California
10945,G06005900015044,Southern California
10946,G06005900015051,Southern California
10947,G06005900015052,Southern California
10948,G06005900015053,Southern California
10949,G06005900015054,Southern California
10950,G06005900015061,Los Angeles
10951,G06005900015062,Los Angeles
10952,G06005900015071,Southern California
10953,G06005900015072,Southern California
10954,G06005900015073,Southern California
10955,G06005900016011,Southern California
10956,G06005900016012,Southern California
10957,G06005900016013,Southern California
10958,G06005900016014,Southern California
10959,G06005900016015,Southern California
10960,G06005900016016,Southern California
10961,G06005900016021,Southern California
10962,G06005900016022,Southern California
10963,G06005900016023,Southern California
10964,G06005900016024,Southern California
10965,G06005900016025,Southern California
10966,G06005900017041,Southern California
10967,G06005900017042,Southern California
10968,G06005900017043,Southern California
10969,G06005900017051,Southern California
10970,G06005900017052,Southern California
10971,G06005900017053,Southern California
10972,G06005900017061,Southern California
10973,G06005900017062,Southern California
10974,G06005900017063,Southern California
10975,G06005900017064,Southern California
10976,G06005900017071,Los Angeles
10977,G06005900017072,Los Angeles
10978,G06005900017073,Southern California
10979,G06005900017074,Southern California
10980,G06005900017081,Southern California
10981,G06005900017082,Southern California
10982,G06005900017083,Southern California
10983,G06005900018011,Southern California
10984,G06005900018012,Southern California
10985,G06005900018013,Southern California
10986,G06005900018014,Southern California
10987,G06005900018021,Southern California
10988,G06005900018022,Southern California
10989,G06005900018023,Southern California
10990,G06005900018024,Southern California
10991,G06005900018025,Southern California
10992,G06005900019011,Southern California
10993,G06005900019012,Southern California
10994,G06005900019021,Southern California
10995,G06005900019022,Southern California
10996,G06005900019031,Southern California
10997,G06005900019032,Southern California
10998,G06005900110001,Southern California
10999,G06005900110002,Southern California
11000,G06005900110003,Southern California
11001,G06005900110004,Southern California
11002,G06005900110005,Southern California
11003,G06005900110006,Southern California
11004,G06005900111011,Southern California
11005,G06005900111012,Southern California
11006,G06005900111021,Southern California
11007,G06005900111022,Southern California
11008,G06005900111023,Southern California
11009,G06005900112001,Southern California
11010,G06005900112002,Southern California
11011,G06005900112003,Southern California
11012,G06005900112004,Southern California
11013,G06005900113001,Southern California
11014,G06005900113002,Southern California
11015,G06005900113003,Southern California
11016,G06005900114011,Southern California
11017,G06005900114012,Southern California
11018,G06005900114021,Southern California
11019,G06005900114022,Southern California
11020,G06005900114031,Southern California
11021,G06005900114032,Southern California
11022,G06005900114033,Southern California
11023,G06005900114034,Southern California
11024,G06005900114035,Southern California
11025,G06005900115021,Southern California
11026,G06005900115022,Southern California
11027,G06005900115023,Southern California
11028,G06005900115031,Southern California
11029,G06005900115032,Southern California
11030,G06005900115041,Southern California
11031,G06005900115042,Southern California
11032,G06005900115043,Southern California
11033,G06005900115044,Southern California
11034,G06005900115045,Southern California
11035,G06005900116011,Southern California
11036,G06005900116012,Southern California
11037,G06005900116013,Southern California
11038,G06005900116014,Southern California
11039,G06005900116015,Southern California
11040,G06005900116016,Southern California
11041,G06005900116021,Southern California
11042,G06005900116022,Southern California
11043,G06005900116023,Southern California
11044,G06005900117071,Southern California
11045,G06005900117072,Southern California
11046,G06005900117073,Southern California
11047,G06005900117081,Southern California
11048,G06005900117082,Southern California
11049,G06005900117083,Southern California
11050,G06005900117091,Southern California
11051,G06005900117092,Southern California
11052,G06005900117093,Southern California
11053,G06005900117101,Southern California
11054,G06005900117102,Southern California
11055,G06005900117111,Southern California
11056,G06005900117112,Southern California
11057,G06005900117113,Southern California
11058,G06005900117114,Southern California
11059,G06005900117115,Southern California
11060,G06005900117121,Southern California
11061,G06005900117122,Southern California
11062,G06005900117123,Southern California
11063,G06005900117141,Southern California
11064,G06005900117151,Southern California
11065,G06005900117152,Southern California
11066,G06005900117153,Southern California
11067,G06005900117161,Southern California
11068,G06005900117162,Southern California
11069,G06005900117171,Southern California
11070,G06005900117172,Southern California
11071,G06005900117181,Southern California
11072,G06005900117182,Southern California
11073,G06005900117201,Southern California
11074,G06005900117202,Southern California
11075,G06005900117203,Southern California
11076,G06005900117211,Southern California
11077,G06005900117212,Southern California
11078,G06005900117213,Southern California
11079,G06005900117221,Southern California
11080,G06005900117222,Southern California
11081,G06005900117223,Southern California
11082,G06005900218021,Southern California
11083,G06005900218022,Southern California
11084,G06005900218023,Southern California
11085,G06005900218024,Southern California
11086,G06005900218025,Southern California
11087,G06005900218071,Southern California
11088,G06005900218072,Southern California
11089,G06005900218091,Southern California
11090,G06005900218092,Southern California
11091,G06005900218101,Southern California
11092,G06005900218102,Southern California
11093,G06005900218103,Southern California
11094,G06005900218121,Southern California
11095,G06005900218122,Southern California
11096,G06005900218123,Southern California
11097,G06005900218124,Southern California
11098,G06005900218131,Southern California
11099,G06005900218141,Southern California
11100,G06005900218142,Southern California
11101,G06005900218143,Southern California
11102,G06005900218144,Southern California
11103,G06005900218151,Los Angeles
11104,G06005900218152,Southern California
11105,G06005900218153,Southern California
11106,G06005900218161,Southern California
11107,G06005900218162,Southern California
11108,G06005900218163,Southern California
11109,G06005900218171,Southern California
11110,G06005900218172,Southern California
11111,G06005900218201,Southern California
11112,G06005900218202,Southern California
11113,G06005900218211,Southern California
11114,G06005900218212,Southern California
11115,G06005900218213,Southern California
11116,G06005900218221,Southern California
11117,G06005900218222,Southern California
11118,G06005900218223,Southern California
11119,G06005900218224,Southern California
11120,G06005900218231,Southern California
11121,G06005900218241,Southern California
11122,G06005900218242,Southern California
11123,G06005900218251,Southern California
11124,G06005900218252,Southern California
11125,G06005900218261,Southern California
11126,G06005900218262,Southern California
11127,G06005900218271,Southern California
11128,G06005900218272,Southern California
11129,G06005900218281,Southern California
11130,G06005900218282,Southern California
11131,G06005900218283,Southern California
11132,G06005900218291,Southern California
11133,G06005900218292,Southern California
11134,G06005900218293,Southern California
11135,G06005900218301,Southern California
11136,G06005900218302,Southern California
11137,G06005900218303,Southern California
11138,G06005900218304,Southern California
11139,G06005900219031,Southern California
11140,G06005900219032,Southern California
11141,G06005900219033,Southern California
11142,G06005900219051,Southern California
11143,G06005900219052,Southern California
11144,G06005900219053,Southern California
11145,G06005900219121,Southern California
11146,G06005900219122,Southern California
11147,G06005900219123,Southern California
11148,G06005900219131,Southern California
11149,G06005900219132,Southern California
11150,G06005900219133,Southern California
11151,G06005900219134,Southern California
11152,G06005900219141,Southern California
11153,G06005900219142,Southern California
11154,G06005900219151,Southern California
11155,G06005900219152,Southern California
11156,G06005900219161,Southern California
11157,G06005900219162,Southern California
11158,G06005900219171,Southern California
11159,G06005900219172,Southern California
11160,G06005900219173,Southern California
11161,G06005900219181,Southern California
11162,G06005900219182,Southern California
11163,G06005900219183,Southern California
11164,G06005900219191,Southern California
11165,G06005900219192,Southern California
11166,G06005900219201,Southern California
