OID_,GISJOIN,REGION
21806,G06009701538072,Bay Area
21807,G06009701538081,Bay Area
21808,G06009701538082,Bay Area
21809,G06009701538083,Bay Area
21810,G06009701538091,Bay Area
21811,G06009701538092,Bay Area
21812,G06009701538093,Bay Area
21813,G06009701539011,Bay Area
21814,G06009701539012,Bay Area
21815,G06009701539013,Bay Area
21816,G06009701539014,Bay Area
21817,G06009701539021,Bay Area
21818,G06009701539022,Bay Area
21819,G06009701539023,Bay Area
21820,G06009701539024,Bay Area
21821,G06009701539031,Bay Area
21822,G06009701539032,Bay Area
21823,G06009701539033,Bay Area
21824,G06009701539034,Bay Area
21825,G06009701540001,Bay Area
21826,G06009701540002,Bay Area
21827,G06009701540003,Bay Area
21828,G06009701541001,Bay Area
21829,G06009701541002,Bay Area
21830,G06009701541003,Bay Area
21831,G06009701541004,Bay Area
21832,G06009701542011,Bay Area
21833,G06009701542012,Bay Area
21834,G06009701542013,Bay Area
21835,G06009701542014,Bay Area
21836,G06009701542021,Bay Area
21837,G06009701542022,Bay Area
21838,G06009701542023,Bay Area
21839,G06009701543021,Bay Area
21840,G06009701543022,Bay Area
21841,G06009701543023,Bay Area
21842,G06009701543024,Bay Area
21843,G06009701543031,Bay Area
21844,G06009701543032,Bay Area
21845,G06009701543041,Bay Area
21846,G06009701543042,Bay Area
21847,G06009701543043,Bay Area
21848,G06009900001011,Central Valley
21849,G06009900001012,Central Valley
21850,G06009900001013,Central Valley
21851,G06009900001014,Central Valley
21852,G06009900001021,Central Valley
21853,G06009900001022,Central Valley
21854,G06009900001023,Central Valley
21855,G06009900002011,Central Valley
21856,G06009900002012,Central Valley
21857,G06009900002013,Central Valley
21858,G06009900002014,Central Valley
21859,G06009900002015,Central Valley
21860,G06009900002021,Central Valley
21861,G06009900002022,Central Valley
21862,G06009900002023,Central Valley
21863,G06009900002031,Central Valley
21864,G06009900002032,Central Valley
21865,G06009900002033,Central Valley
21866,G06009900002034,Central Valley
21867,G06009900002035,Central Valley
21868,G06009900003011,Central Valley
21869,G06009900003012,Central Valley
21870,G06009900003021,Central Valley
21871,G06009900003022,Central Valley
21872,G06009900003023,Central Valley
21873,G06009900003031,Central Valley
21874,G06009900003032,Central Valley
21875,G06009900003033,Central Valley
21876,G06009900003041,Central Valley
21877,G06009900003042,Central Valley
21878,G06009900003043,Central Valley
21879,G06009900004021,Central Valley
21880,G06009900004022,Central Valley
21881,G06009900004023,Central Valley
21882,G06009900004024,Central Valley
21883,G06009900004025,Central Valley
21884,G06009900004031,Central Valley
21885,G06009900004032,Central Valley
21886,G06009900004041,Central Valley
21887,G06009900004042,Central Valley
21888,G06009900004043,Central Valley
21889,G06009900005011,Central Valley
21890,G06009900005012,Central Valley
21891,G06009900005013,Central Valley
21892,G06009900005014,Central Valley
21893,G06009900005031,Central Valley
21894,G06009900005032,Central Valley
21895,G06009900005033,Central Valley
21896,G06009900005041,Central Valley
21897,G06009900005042,Central Valley
21898,G06009900005043,Central Valley
21899,G06009900005051,Central Valley
21900,G06009900005052,Central Valley
21901,G06009900005061,Central Valley
21902,G06009900005062,Central Valley
21903,G06009900005063,Central Valley
21904,G06009900005064,Central Valley
21905,G06009900005101,Central Valley
21906,G06009900005102,Central Valley
21907,G06009900005103,Central Valley
21908,G06009900005104,Central Valley
21909,G06009900006011,Central Valley
21910,G06009900006012,Central Valley
21911,G06009900006013,Central Valley
21912,G06009900006021,Central Valley
21913,G06009900006022,Central Valley
21914,G06009900008011,Central Valley
21915,G06009900008012,Central Valley
21916,G06009900008013,Central Valley
21917,G06009900008014,Central Valley
21918,G06009900008015,Central Valley
21919,G06009900008031,Central Valley
21920,G06009900008032,Central Valley
21921,G06009900008033,Central Valley
21922,G06009900008051,Central Valley
21923,G06009900008052,Central Valley
21924,G06009900008053,Central Valley
21925,G06009900008054,Central Valley
21926,G06009900008061,Central Valley
21927,G06009900008062,Central Valley
21928,G06009900008071,Central Valley
21929,G06009900008072,Central Valley
21930,G06009900009051,Central Valley
21931,G06009900009052,Central Valley
21932,G06009900009053,Central Valley
21933,G06009900009061,Central Valley
21934,G06009900009062,Central Valley
21935,G06009900009063,Central Valley
21936,G06009900009071,Central Valley
21937,G06009900009072,Central Valley
21938,G06009900009073,Central Valley
21939,G06009900009081,Central Valley
21940,G06009900009082,Central Valley
21941,G06009900009083,Central Valley
21942,G06009900009091,Central Valley
21943,G06009900009092,Central Valley
21944,G06009900009093,Central Valley
21945,G06009900009101,Central Valley
21946,G06009900009102,Central Valley
21947,G06009900009103,Central Valley
21948,G06009900009104,Central Valley
21949,G06009900009111,Central Valley
21950,G06009900009112,Central Valley
21951,G06009900009113,Central Valley
21952,G06009900009121,Central Valley
21953,G06009900009122,Central Valley
21954,G06009900009123,Central Valley
21955,G06009900010011,Central Valley
21956,G06009900010012,Central Valley
21957,G06009900010013,Central Valley
21958,G06009900010014,Central Valley
21959,G06009900010015,Central Valley
21960,G06009900010021,Central Valley
21961,G06009900010022,Central Valley
21962,G06009900010023,Central Valley
21963,G06009900011001,Central Valley
21964,G06009900011002,Central Valley
21965,G06009900011003,Central Valley
21966,G06009900011004,Central Valley
21967,G06009900012001,Central Valley
21968,G06009900012002,Central Valley
21969,G06009900012003,Central Valley
21970,G06009900013001,Central Valley
21971,G06009900013002,Central Valley
21972,G06009900013003,Central Valley
21973,G06009900013004,Central Valley
21974,G06009900013005,Central Valley
21975,G06009900013006,Central Valley
21976,G06009900014001,Central Valley
21977,G06009900014002,Central Valley
21978,G06009900014003,Central Valley
21979,G06009900014004,Central Valley
21980,G06009900014005,Central Valley
21981,G06009900015001,Central Valley
21982,G06009900015002,Central Valley
21983,G06009900015003,Central Valley
21984,G06009900015004,Central Valley
21985,G06009900016011,Central Valley
21986,G06009900016012,Central Valley
21987,G06009900016013,Central Valley
21988,G06009900016031,Central Valley
21989,G06009900016032,Central Valley
21990,G06009900016033,Central Valley
21991,G06009900016034,Central Valley
21992,G06009900016041,Central Valley
21993,G06009900016042,Central Valley
21994,G06009900016043,Central Valley
21995,G06009900017001,Central Valley
21996,G06009900017002,Central Valley
21997,G06009900018001,Central Valley
21998,G06009900018002,Central Valley
21999,G06009900018003,Central Valley
22000,G06009900019001,Central Valley
22001,G06009900019002,Central Valley
22002,G06009900019003,Central Valley
22003,G06009900019004,Central Valley
22004,G06009900019005,Central Valley
22005,G06009900020021,Central Valley
22006,G06009900020022,Central Valley
22007,G06009900020023,Central Valley
22008,G06009900020041,Central Valley
22009,G06009900020042,Central Valley
22010,G06009900020043,Central Valley
22011,G06009900020044,Central Valley
22012,G06009900020051,Central Valley
22013,G06009900020052,Central Valley
22014,G06009900020061,Central Valley
22015,G06009900020062,Central Valley
22016,G06009900021001,Central Valley
22017,G06009900021002,Central Valley
22018,G06009900022001,Central Valley
22019,G06009900022002,Central Valley
22020,G06009900022003,Central Valley
22021,G06009900022004,Central Valley
22022,G06009900023011,Central Valley
22023,G06009900023012,Central Valley
22024,G06009900023013,Central Valley
22025,G06009900023014,Central Valley
22026,G06009900023021,Central Valley
22027,G06009900023022,Central Valley
22028,G06009900024011,Central Valley
22029,G06009900024012,Central Valley
22030,G06009900024021,Central Valley
22031,G06009900024022,Central Valley
22032,G06009900024023,Central Valley
22033,G06009900025011,Central Valley
22034,G06009900025012,Central Valley
22035,G06009900025013,Central Valley
22036,G06009900025031,Central Valley
22037,G06009900025032,Central Valley
22038,G06009900025033,Central Valley
22039,G06009900025041,Central Valley
22040,G06009900025042,Central Valley
22041,G06009900026021,Central Valley
22042,G06009900026022,Central Valley
22043,G06009900026023,Central Valley
22044,G06009900026031,Central Valley
22045,G06009900026032,Central Valley
22046,G06009900026041,Central Valley
22047,G06009900026042,Central Valley
22048,G06009900026043,Central Valley
22049,G06009900026051,Central Valley
22050,G06009900026052,Central Valley
22051,G06009900027011,Central Valley
22052,G06009900027012,Central Valley
22053,G06009900027021,Central Valley
22054,G06009900027022,Central Valley
22055,G06009900027023,Central Valley
22056,G06009900027024,Central Valley
22057,G06009900027025,Central Valley
22058,G06009900028011,Central Valley
22059,G06009900028012,Central Valley
22060,G06009900028013,Central Valley
22061,G06009900028021,Central Valley
22062,G06009900028022,Central Valley
22063,G06009900028023,Central Valley
22064,G06009900028024,Central Valley
22065,G06009900028031,Central Valley
22066,G06009900028032,Central Valley
22067,G06009900029011,Central Valley
22068,G06009900029012,Central Valley
22069,G06009900029013,Central Valley
22070,G06009900029014,Central Valley
22071,G06009900029015,Central Valley
22072,G06009900029021,Central Valley
22073,G06009900029022,Central Valley
22074,G06009900029023,Central Valley
22075,G06009900029024,Central Valley
22076,G06009900030011,Central Valley
22077,G06009900030012,Central Valley
22078,G06009900030013,Central Valley
22079,G06009900030021,Central Valley
22080,G06009900030022,Central Valley
22081,G06009900030023,Central Valley
22082,G06009900030024,Central Valley
22083,G06009900031001,Central Valley
22084,G06009900031002,Central Valley
22085,G06009900031003,Central Valley
22086,G06009900032011,Central Valley
22087,G06009900032012,Central Valley
22088,G06009900032013,Central Valley
22089,G06009900032014,Central Valley
22090,G06009900032021,Central Valley
22091,G06009900032022,Central Valley
22092,G06009900032023,Central Valley
22093,G06009900032024,Central Valley
22094,G06009900033001,Central Valley
22095,G06009900033002,Bay Area
22096,G06009900033003,Central Valley
22097,G06009900033004,Central Valley
22098,G06009900034001,Bay Area
22099,G06009900034002,Central Valley
22100,G06009900035001,Central Valley
22101,G06009900035002,Central Valley
22102,G06009900035003,Central Valley
22103,G06009900035004,Central Valley
22104,G06009900036031,Central Valley
22105,G06009900036032,Central Valley
22106,G06009900036033,Central Valley
22107,G06009900036034,Central Valley
22108,G06009900036041,Central Valley
22109,G06009900036042,Central Valley
22110,G06009900036043,Central Valley
22111,G06009900036044,Central Valley
22112,G06009900036045,Central Valley
22113,G06009900036051,Central Valley
22114,G06009900036052,Central Valley
22115,G06009900036053,Central Valley
22116,G06009900036061,Central Valley
22117,G06009900036062,Central Valley
22118,G06009900037001,Central Valley
22119,G06009900037002,Central Valley
22120,G06009900037003,Central Valley
22121,G06009900038021,Central Valley
22122,G06009900038022,Central Valley
22123,G06009900038023,Central Valley
22124,G06009900038024,Central Valley
22125,G06009900038031,Central Valley
22126,G06009900038032,Central Valley
22127,G06009900038041,Central Valley
22128,G06009900038042,Central Valley
22129,G06009900038043,Central Valley
22130,G06009900038044,Central Valley
22131,G06009900038051,Central Valley
22132,G06009900039041,Central Valley
22133,G06009900039042,Central Valley
22134,G06009900039043,Central Valley
22135,G06009900039044,Central Valley
22136,G06009900039051,Central Valley
22137,G06009900039052,Central Valley
22138,G06009900039053,Central Valley
22139,G06009900039054,Central Valley
22140,G06009900039061,Central Valley
22141,G06009900039062,Central Valley
22142,G06009900039063,Central Valley
22143,G06009900039071,Central Valley
22144,G06009900039072,Central Valley
22145,G06009900039073,Central Valley
22146,G06009900039074,Central Valley
22147,G06009900039081,Central Valley
22148,G06009900039082,Central Valley
22149,G06009900039091,Central Valley
22150,G06009900039092,Central Valley
22151,G06009900039093,Central Valley
22152,G06009900039094,Central Valley
22153,G06009900040001,Central Valley
22154,G06009900040002,Central Valley
22155,G06009900040003,Central Valley
22156,G06010100501011,Central Valley
22157,G06010100501012,Central Valley
22158,G06010100501013,Central Valley
22159,G06010100501014,Central Valley
22160,G06010100501021,Central Valley
22161,G06010100501022,Central Valley
22162,G06010100501023,Central Valley
22163,G06010100502011,Central Valley
22164,G06010100502012,Central Valley
22165,G06010100502021,Central Valley
22166,G06010100502022,Central Valley
22167,G06010100502023,Central Valley
22168,G06010100502024,Central Valley
22169,G06010100503011,Central Valley
22170,G06010100503012,Central Valley
22171,G06010100503021,Central Valley
22172,G06010100503022,Central Valley
22173,G06010100503023,Central Valley
22174,G06010100503024,Central Valley
22175,G06010100504011,Central Valley
22176,G06010100504012,Central Valley
22177,G06010100504013,Central Valley
22178,G06010100504014,Central Valley
22179,G06010100504021,Central Valley
22180,G06010100504022,Central Valley
22181,G06010100504031,Central Valley
22182,G06010100505011,Central Valley
22183,G06010100505012,Central Valley
22184,G06010100505013,Central Valley
22185,G06010100505014,Central Valley
22186,G06010100505031,Central Valley
22187,G06010100505032,Central Valley
22188,G06010100505033,Central Valley
22189,G06010100505034,Central Valley
22190,G06010100505035,Central Valley
22191,G06010100505041,Central Valley
22192,G06010100505042,Central Valley
22193,G06010100505043,Central Valley
22194,G06010100505044,Central Valley
22195,G06010100506011,Central Valley
22196,G06010100506012,Central Valley
22197,G06010100506013,Central Valley
22198,G06010100506031,Central Valley
22199,G06010100506032,Central Valley
22200,G06010100506033,Central Valley
22201,G06010100506034,Central Valley
22202,G06010100506041,Central Valley
22203,G06010100506042,Central Valley
22204,G06010100507011,Central Valley
22205,G06010100507012,Central Valley
22206,G06010100507021,Central Valley
22207,G06010100507022,Central Valley
22208,G06010100507023,Central Valley
22209,G06010100508001,Central Valley
22210,G06010100508002,Central Valley
22211,G06010100509001,Central Valley
22212,G06010100509002,Central Valley
22213,G06010100510001,Central Valley
22214,G06010100510002,Central Valley
22215,G06010100511001,Central Valley
22216,G06010100511002,Central Valley
22217,G06010100511003,Central Valley
22218,G06010300001001,Central Valley
22219,G06010300001002,Central Valley
22220,G06010300001003,Central Valley
22221,G06010300001004,Central Valley
22222,G06010300002001,Central Valley
22223,G06010300002002,Central Valley
22224,G06010300002003,Central Valley
22225,G06010300003001,Central Valley
22226,G06010300003002,Central Valley
22227,G06010300004001,Central Valley
22228,G06010300004002,Central Valley
